sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
9,13824.000,1222684.447,434.475,137.928,134.098,131.291,0.985,0.979,0.920,74.000,1534.000,1,[9],8868.000,628206.357,344.049,109.636,106.808,105.721,0.986,0.990,0.941,0.641,2.000
10,11488.000,926254.734,395.161,125.539,121.669,120.275,0.982,0.988,0.924,90.000,1368.000,1,[10],8212.000,559805.565,331.563,106.621,103.462,101.093,0.984,0.977,0.939,0.715,2.000
11,13436.000,1171571.486,432.132,135.794,133.366,128.300,0.983,0.962,0.904,98.000,1060.000,1,[11],8804.000,621418.032,344.049,110.941,107.643,104.144,0.983,0.967,0.935,0.655,2.828
12,13616.000,1195193.202,429.505,138.924,133.884,129.561,0.986,0.967,0.928,114.000,2166.000,1,[12],8844.000,625657.855,346.877,109.636,106.830,105.414,0.981,0.987,0.924,0.650,0.000
13,13552.000,1186776.368,430.475,137.768,135.228,127.690,0.983,0.944,0.919,142.000,1896.000,1,[13],8496.000,589095.297,338.877,110.635,108.023,100.229,0.983,0.927,0.930,0.627,2.828
14,7180.000,457667.915,311.563,98.955,96.176,95.060,0.980,0.988,0.929,152.000,608.000,1,[14],4568.000,232248.514,246.794,79.120,76.468,76.054,0.977,0.995,0.942,0.636,0.000
15,14420.000,1302601.851,445.103,139.714,136.050,135.024,0.983,0.992,0.915,188.000,1200.000,1,[17],9424.000,688203.246,355.362,114.018,110.538,108.570,0.985,0.982,0.938,0.654,2.000
16,12380.000,1036202.814,412.132,132.197,128.660,122.522,0.982,0.952,0.916,184.000,1650.000,1,[16],8672.000,607494.995,342.877,111.140,108.506,101.765,0.982,0.938,0.927,0.700,2.000
17,25988.000,3151541.914,622.524,230.842,236.852,140.486,0.984,0.590,0.843,234.000,838.000,2,"[19, 25]",8416.000,580854.631,339.019,112.301,110.808,96.976,0.982,0.875,0.920,0.324,50.254
18,17724.000,1775032.921,519.328,186.590,188.349,121.158,0.975,0.636,0.826,224.000,2068.000,1,[23],7644.000,502741.594,323.362,108.259,105.811,92.333,0.982,0.869,0.919,0.431,26.907
19,10900.000,856058.704,392.333,124.193,120.108,115.683,0.976,0.962,0.890,206.000,994.000,1,[20],9064.000,649147.884,352.534,112.588,110.053,104.884,0.981,0.953,0.916,0.832,2.000
20,13784.000,1217381.498,439.446,137.768,134.933,130.162,0.981,0.964,0.897,214.000,1334.000,1,[21],8708.000,611281.751,342.392,110.941,108.337,102.355,0.984,0.945,0.933,0.632,0.000
21,13124.000,1131001.375,420.818,134.462,129.899,128.690,0.986,0.990,0.931,218.000,2454.000,1,[22],8564.000,596181.902,341.706,108.259,105.428,103.443,0.979,0.981,0.922,0.653,0.000
22,14676.000,1337443.224,449.103,140.982,138.392,135.042,0.984,0.976,0.914,266.000,2226.000,1,[24],8648.000,604974.852,342.191,109.417,107.256,102.678,0.982,0.957,0.928,0.589,2.000
23,19404.000,2033296.435,520.215,162.099,158.316,156.085,0.983,0.986,0.901,280.000,1944.000,1,[27],13144.000,1133587.702,421.304,133.417,130.174,128.573,0.986,0.988,0.931,0.677,0.000
