sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
19,13968.000,1241838.557,438.475,138.246,135.228,131.577,0.983,0.973,0.913,96.000,932.000,1,[17],9680.000,716435.069,362.191,114.018,111.263,110.773,0.982,0.996,0.927,0.693,2.000
20,16136.000,1541905.040,477.387,151.855,143.905,143.079,0.978,0.992,0.890,116.000,1250.000,1,[18],10196.000,774477.028,371.848,117.388,114.325,113.565,0.983,0.993,0.927,0.632,2.000
21,14092.000,1258411.713,438.475,137.201,134.552,133.360,0.984,0.991,0.921,122.000,1886.000,1,[19],10348.000,791860.045,374.191,118.474,115.497,114.082,0.984,0.988,0.929,0.734,0.000
22,15096.000,1395264.778,453.789,144.028,139.756,137.599,0.986,0.984,0.921,144.000,1578.000,1,[20],10100.000,763564.732,368.534,116.619,113.591,113.213,0.984,0.997,0.934,0.669,0.000
23,13524.000,1183100.243,431.161,135.558,131.762,130.760,0.984,0.992,0.914,150.000,1388.000,1,[21],10012.000,753607.239,369.019,116.619,113.956,111.865,0.982,0.982,0.924,0.740,0.000
24,14708.000,1341819.911,447.931,144.014,139.176,134.705,0.986,0.967,0.921,164.000,2106.000,1,[22],10008.000,753155.662,369.019,116.103,113.358,112.420,0.982,0.992,0.924,0.680,0.000
25,13600.000,1193087.135,438.960,142.394,135.759,128.023,0.978,0.940,0.887,170.000,2236.000,1,[23],9636.000,711555.840,360.534,115.447,112.345,109.210,0.983,0.972,0.932,0.709,2.000
26,13000.000,1115010.170,420.333,132.966,129.905,127.469,0.985,0.981,0.925,188.000,194.000,1,[25],9084.000,651297.616,351.362,110.941,107.821,107.275,0.981,0.995,0.925,0.699,2.000
28,13384.000,1164776.747,433.304,137.884,132.012,129.266,0.981,0.978,0.896,194.000,714.000,1,[26],8312.000,570062.013,334.877,105.906,103.319,102.430,0.982,0.991,0.931,0.621,2.828
29,15904.000,1508771.080,466.960,148.661,144.956,139.733,0.985,0.964,0.917,198.000,2444.000,1,[27],11440.000,920455.584,393.505,124.531,121.360,120.028,0.983,0.989,0.928,0.719,0.000
30,15032.000,1386401.281,454.274,144.250,139.139,137.643,0.982,0.989,0.915,198.000,2774.000,1,[28],10076.000,760844.733,370.191,117.745,114.776,111.786,0.983,0.974,0.924,0.670,0.000
31,16644.000,1615289.466,480.902,151.380,146.457,144.804,0.984,0.988,0.904,206.000,2628.000,1,[29],11832.000,968168.708,399.848,126.649,123.785,121.713,0.984,0.983,0.930,0.711,0.000
32,14796.000,1353880.348,456.215,148.189,144.913,130.365,0.982,0.897,0.893,214.000,852.000,1,[30],10256.000,781323.377,373.990,120.333,118.356,110.387,0.982,0.932,0.921,0.693,2.000
34,14436.000,1304770.444,445.789,139.714,136.001,135.214,0.983,0.994,0.913,258.000,1662.000,1,[32],10428.000,801060.531,377.019,118.186,115.578,114.879,0.982,0.994,0.922,0.722,0.000
35,14396.000,1299351.216,442.960,139.714,136.246,134.560,0.985,0.987,0.922,272.000,1828.000,1,[33],10296.000,785898.756,375.848,117.388,114.811,114.188,0.980,0.995,0.916,0.715,0.000
36,15004.000,1382529.425,458.475,149.412,142.291,134.443,0.983,0.944,0.897,282.000,2166.000,1,[34],10488.000,807984.107,377.505,119.013,115.875,115.250,0.983,0.995,0.925,0.699,0.000
37,14492.000,1312369.982,443.446,140.186,136.855,134.853,0.987,0.985,0.926,286.000,986.000,1,[35],10024.000,754962.512,369.019,115.948,113.276,112.669,0.983,0.995,0.925,0.692,0.000
38,13652.000,1199936.377,432.132,137.084,133.262,130.484,0.984,0.979,0.919,292.000,1994.000,1,[36],9540.000,700948.906,360.534,113.649,110.776,109.650,0.981,0.990,0.922,0.699,2.000
39,14784.000,1352233.625,448.617,142.394,139.568,134.934,0.985,0.966,0.923,320.000,476.000,1,[37],10356.000,792778.499,375.848,118.338,115.714,113.953,0.981,0.985,0.921,0.700,2.000
40,14540.000,1318895.572,445.103,141.223,137.529,134.693,0.985,0.979,0.922,330.000,2348.000,1,[38],10388.000,796455.859,377.505,118.457,115.669,114.352,0.980,0.989,0.916,0.714,2.000
