sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
11,27112.000,3358196.727,611.813,192.208,188.005,183.681,0.988,0.977,0.910,102.000,880.000,1,[10],12844.000,1095000.319,419.161,131.727,128.763,127.049,0.984,0.986,0.919,0.474,2.828
12,26028.000,3158820.860,598.642,189.789,186.528,177.730,0.988,0.952,0.913,106.000,1074.000,1,[11],12584.000,1061920.157,416.132,133.507,130.398,122.924,0.982,0.942,0.913,0.483,0.000
13,32588.000,4425377.890,674.441,209.418,205.067,202.455,0.987,0.987,0.900,166.000,282.000,1,[13],16640.000,1614707.205,478.274,150.864,149.195,142.273,0.985,0.952,0.914,0.511,0.000
14,26512.000,3247338.316,603.813,189.188,185.174,182.350,0.987,0.984,0.914,160.000,1656.000,1,[12],13712.000,1207855.572,430.475,138.708,135.251,129.090,0.986,0.954,0.930,0.517,2.000
15,31680.000,4241715.729,666.926,206.155,201.911,199.812,0.986,0.989,0.895,170.000,1908.000,1,[14],19448.000,2040216.328,514.558,161.555,158.916,155.827,0.988,0.981,0.923,0.614,0.000
16,30584.000,4023511.322,649.955,203.745,198.537,196.217,0.988,0.988,0.910,192.000,2466.000,1,[16],14992.000,1380871.164,452.617,143.178,139.243,137.142,0.985,0.985,0.920,0.490,0.000
19,24136.000,2820731.484,579.044,182.800,176.953,173.892,0.984,0.981,0.905,194.000,592.000,1,[17],13660.000,1200991.267,433.990,137.884,134.094,129.755,0.983,0.967,0.911,0.566,0.000
20,50172.000,8453876.920,872.264,310.483,316.741,202.368,0.989,0.637,0.829,252.000,1244.000,2,"[19, 22]",15010.000,1394907.471,457.203,151.548,150.937,126.466,0.985,0.837,0.898,0.299,63.327
21,30556.000,4017987.231,648.784,202.475,199.153,195.411,0.988,0.981,0.912,244.000,2174.000,1,[20],16896.000,1652112.631,480.617,152.315,148.949,144.498,0.986,0.970,0.919,0.553,0.000
22,21792.000,2419966.955,552.215,173.367,168.061,165.261,0.984,0.982,0.898,286.000,432.000,1,[23],12612.000,1065466.363,414.475,131.103,127.826,125.633,0.983,0.983,0.923,0.579,0.000
23,28676.000,3652932.589,630.156,196.010,192.069,190.178,0.987,0.990,0.907,294.000,920.000,1,[24],13028.000,1118614.450,420.818,133.462,130.264,127.377,0.986,0.978,0.924,0.454,2.000
24,26044.000,3161734.006,598.357,189.621,183.558,180.771,0.988,0.984,0.914,320.000,1776.000,1,[25],13356.000,1161123.503,426.676,135.248,131.042,129.847,0.985,0.990,0.922,0.513,2.828
25,26404.000,3227515.870,611.127,190.704,185.737,181.094,0.984,0.975,0.888,326.000,722.000,1,[26],12452.000,1045255.516,411.647,130.000,126.312,125.542,0.985,0.994,0.923,0.472,2.000
26,30420.000,3991191.949,648.784,201.246,198.368,195.306,0.987,0.984,0.908,368.000,1446.000,1,[27],14080.000,1256804.660,435.647,138.924,135.336,132.507,0.987,0.979,0.932,0.463,2.000
27,32680.000,4444131.203,676.583,212.735,206.174,201.908,0.985,0.979,0.897,378.000,264.000,1,[28],18564.000,1902703.600,504.902,158.619,155.809,151.711,0.986,0.974,0.915,0.568,0.000
28,26380.000,3223116.379,602.156,188.308,184.775,181.791,0.988,0.984,0.914,398.000,2000.000,1,[29],13128.000,1131518.483,423.161,136.308,132.613,126.108,0.984,0.950,0.921,0.498,2.828
29,28072.000,3538130.384,621.470,196.469,190.978,187.205,0.987,0.980,0.913,420.000,2440.000,1,[30],13452.000,1173664.823,428.132,137.011,134.337,127.510,0.986,0.949,0.922,0.479,0.000
30,28556.000,3630027.041,630.843,197.717,192.049,189.507,0.985,0.986,0.902,428.000,1066.000,1,[31],15684.000,1477573.354,463.446,146.014,142.645,140.014,0.984,0.981,0.918,0.549,2.000
32,26104.000,3172666.270,597.186,189.029,185.443,179.297,0.990,0.966,0.920,464.000,1276.000,1,[33],13128.000,1131518.483,423.647,133.701,130.542,128.088,0.984,0.981,0.919,0.503,2.828
33,29016.000,3718091.850,628.985,197.231,194.149,190.358,0.991,0.980,0.922,488.000,474.000,1,[34],16788.000,1636297.403,481.588,150.053,147.715,144.716,0.984,0.980,0.910,0.579,0.000
34,27652.000,3459024.376,616.299,192.510,188.874,186.423,0.988,0.987,0.915,494.000,2184.000,1,[35],14276.000,1283138.716,442.960,140.528,136.705,132.999,0.983,0.973,0.914,0.516,0.000
35,23944.000,2787140.461,574.843,179.120,175.911,173.347,0.987,0.985,0.911,496.000,1712.000,1,[36],12692.000,1075620.066,416.818,135.204,130.752,123.734,0.984,0.945,0.918,0.530,4.000
36,31520.000,4209622.127,664.299,208.202,203.934,196.965,0.985,0.965,0.898,526.000,722.000,1,[37],15396.000,1437062.491,458.960,145.602,142.953,137.147,0.984,0.959,0.918,0.488,4.000
37,26052.000,3163190.914,598.156,188.043,184.161,180.150,0.988,0.978,0.915,528.000,2606.000,1,[38],12332.000,1030182.278,409.990,130.782,127.858,122.879,0.983,0.960,0.922,0.473,0.000
38,29764.000,3862786.848,641.470,200.878,197.589,191.853,0.988,0.971,0.909,570.000,1900.000,1,[39],13820.000,1222153.807,433.304,140.014,136.259,129.184,0.986,0.948,0.925,0.464,2.000
39,32532.000,4413975.779,677.269,208.701,204.756,202.385,0.986,0.988,0.891,584.000,270.000,1,[40],15188.000,1408038.996,454.960,143.388,139.852,138.295,0.986,0.989,0.922,0.467,2.828
40,31972.000,4300495.591,661.269,206.495,202.467,201.097,0.990,0.993,0.919,586.000,1498.000,1,[42],17012.000,1669155.744,482.759,150.625,147.635,146.728,0.986,0.994,0.917,0.532,0.000
41,28032.000,3530570.816,623.127,193.546,190.020,187.902,0.986,0.988,0.907,584.000,922.000,1,[41],15968.000,1517887.506,466.274,146.711,143.457,141.734,0.986,0.988,0.923,0.570,2.000
43,30392.000,3985682.695,653.269,202.158,198.461,195.142,0.985,0.982,0.895,672.000,1148.000,1,[44],16116.000,1539039.224,467.446,147.851,144.539,141.995,0.987,0.982,0.927,0.530,2.828
44,20704.000,2241017.195,539.872,169.446,164.632,160.233,0.982,0.973,0.893,672.000,604.000,1,[45],11844.000,969641.955,403.161,130.599,125.176,120.604,0.983,0.962,0.916,0.572,2.000
45,31952.000,4296460.976,664.784,208.202,203.497,199.967,0.989,0.982,0.909,702.000,2062.000,1,[49],16200.000,1551087.586,470.759,148.647,145.088,142.193,0.985,0.980,0.919,0.507,4.472
46,21220.000,2325315.409,544.701,171.406,166.795,162.188,0.984,0.971,0.899,694.000,1724.000,1,[46],11708.000,952988.963,397.505,125.539,122.690,121.539,0.985,0.990,0.931,0.552,2.000
47,25592.000,3079783.166,593.671,186.215,183.076,178.016,0.987,0.972,0.912,698.000,2478.000,1,[47],12704.000,1077145.888,417.304,131.027,128.555,125.907,0.984,0.979,0.917,0.496,4.472
49,33648.000,4643042.760,687.411,213.654,208.232,205.895,0.986,0.988,0.895,730.000,424.000,1,[51],18008.000,1817866.654,495.730,156.179,153.108,149.761,0.987,0.978,0.921,0.535,2.828
50,26116.000,3174854.232,598.156,187.243,184.255,180.566,0.989,0.979,0.917,718.000,776.000,1,[50],11920.000,978989.837,400.333,127.122,123.427,122.984,0.986,0.996,0.935,0.456,2.828
51,28288.000,3579045.053,621.955,196.122,190.508,189.111,0.989,0.992,0.919,762.000,1396.000,1,[52],14076.000,1256269.128,438.475,140.528,136.653,131.242,0.985,0.960,0.920,0.498,2.828
52,26424.000,3231183.640,604.500,189.029,185.042,181.881,0.988,0.983,0.909,774.000,192.000,1,[53],13304.000,1154349.063,426.274,134.536,131.272,129.075,0.985,0.983,0.920,0.503,2.000
53,24340.000,2856568.620,578.843,180.854,176.883,175.242,0.988,0.991,0.913,776.000,2702.000,1,[54],12384.000,1036705.053,409.990,129.769,126.830,124.331,0.985,0.980,0.926,0.509,2.000
55,31900.000,4285976.889,664.098,205.602,202.224,200.878,0.988,0.993,0.909,804.000,2248.000,1,[56],16592.000,1607725.532,475.931,149.466,146.714,144.004,0.986,0.981,0.920,0.520,2.828
56,28060.000,3535861.948,624.985,195.233,191.310,186.806,0.987,0.976,0.903,814.000,1586.000,1,[57],14532.000,1317807.224,445.789,142.394,139.525,132.636,0.985,0.950,0.919,0.518,2.000
57,29268.000,3766633.545,636.299,196.865,193.430,192.703,0.988,0.996,0.908,858.000,906.000,1,[59],14424.000,1303143.886,443.161,146.492,142.053,129.657,0.986,0.910,0.923,0.493,4.472
58,23796.000,2761339.088,574.156,181.417,174.719,173.552,0.987,0.993,0.907,856.000,1098.000,1,[58],17548.000,1748659.449,487.931,152.971,149.529,149.427,0.988,0.999,0.926,0.737,0.000
