sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
7,13720.000,1208912.776,432.132,136.894,134.030,130.356,0.985,0.972,0.923,64.000,166.000,1,[6],9844.000,734718.893,364.534,116.362,113.666,110.302,0.984,0.970,0.931,0.717,2.000
8,28672.000,3652168.297,666.725,243.877,249.707,147.119,0.983,0.585,0.811,94.000,1354.000,2,"[7, 9]",8386.000,577757.311,339.120,112.594,110.779,96.652,0.982,0.870,0.916,0.292,50.640
9,18060.000,1825746.258,501.588,157.201,153.410,150.001,0.983,0.977,0.902,78.000,2466.000,1,[8],12436.000,1043241.537,411.848,131.727,128.237,123.565,0.984,0.963,0.921,0.689,2.828
10,19496.000,2047774.235,516.902,164.730,161.959,153.320,0.986,0.946,0.917,128.000,1088.000,1,[12],11356.000,910336.332,392.818,125.172,121.586,118.960,0.984,0.978,0.925,0.582,4.000
11,12972.000,1111409.770,419.647,132.197,129.368,127.702,0.985,0.987,0.926,120.000,804.000,1,[10],8572.000,597017.476,341.706,108.167,105.685,103.288,0.980,0.977,0.923,0.661,0.000
12,14336.000,1291236.484,442.960,139.743,136.337,133.937,0.984,0.982,0.918,128.000,668.000,1,[11],8948.000,636726.263,348.049,110.454,107.692,105.816,0.984,0.982,0.928,0.624,0.000
13,32648.000,4437605.314,711.044,265.932,274.399,152.774,0.980,0.552,0.811,198.000,1702.000,2,"[14, 25]",8952.000,637531.162,348.392,113.822,111.300,102.530,0.984,0.920,0.926,0.274,57.000
14,12244.000,1019175.046,410.676,130.000,125.244,124.534,0.983,0.994,0.912,140.000,2030.000,1,[13],8248.000,563490.734,336.049,106.977,104.244,100.768,0.978,0.966,0.918,0.674,0.000
16,14228.000,1276672.739,438.960,139.284,135.846,133.399,0.986,0.982,0.928,196.000,2580.000,1,[16],9244.000,668580.500,352.049,112.872,109.960,107.056,0.985,0.973,0.937,0.650,0.000
17,13280.000,1151226.857,429.789,135.248,131.229,128.988,0.979,0.982,0.903,212.000,2410.000,1,[17],8472.000,586600.895,338.877,107.703,104.884,102.890,0.980,0.981,0.927,0.638,2.000
