cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
10,12844.000,1095000.319,419.161,131.727,128.763,127.049,0.984,0.986,0.919,104.000,878.000,0.474,2.828,11
11,12584.000,1061920.157,416.132,133.507,130.398,122.924,0.982,0.942,0.913,106.000,1074.000,0.483,0.000,12
12,13712.000,1207855.572,430.475,138.708,135.251,129.090,0.986,0.954,0.930,162.000,1656.000,0.517,2.000,14
13,16640.000,1614707.205,478.274,150.864,149.195,142.273,0.985,0.952,0.914,166.000,282.000,0.511,0.000,13
14,19448.000,2040216.328,514.558,161.555,158.916,155.827,0.988,0.981,0.923,170.000,1908.000,0.614,0.000,15
16,14992.000,1380871.164,452.617,143.178,139.243,137.142,0.985,0.985,0.920,192.000,2466.000,0.490,0.000,16
17,13660.000,1200991.267,433.990,137.884,134.094,129.755,0.983,0.967,0.911,194.000,592.000,0.566,0.000,19
19,12772.000,1085805.820,420.333,137.084,136.761,119.312,0.985,0.869,0.908,230.000,1302.000,0.255,62.032,20
20,16896.000,1652112.631,480.617,152.315,148.949,144.498,0.986,0.970,0.919,244.000,2174.000,0.553,0.000,21
22,17248.000,1704009.123,494.073,166.012,165.113,133.620,0.985,0.806,0.888,276.000,1184.000,0.344,64.622,20
23,12612.000,1065466.363,414.475,131.103,127.826,125.633,0.983,0.983,0.923,286.000,432.000,0.579,0.000,22
24,13028.000,1118614.450,420.818,133.462,130.264,127.377,0.986,0.978,0.924,294.000,918.000,0.454,2.000,23
25,13356.000,1161123.503,426.676,135.248,131.042,129.847,0.985,0.990,0.922,322.000,1778.000,0.513,2.828,24
26,12452.000,1045255.516,411.647,130.000,126.312,125.542,0.985,0.994,0.923,328.000,722.000,0.472,2.000,25
27,14080.000,1256804.660,435.647,138.924,135.336,132.507,0.987,0.979,0.932,366.000,1446.000,0.463,2.000,26
28,18564.000,1902703.600,504.902,158.619,155.809,151.711,0.986,0.974,0.915,378.000,264.000,0.568,0.000,27
29,13128.000,1131518.483,423.161,136.308,132.613,126.108,0.984,0.950,0.921,400.000,1998.000,0.498,2.828,28
30,13452.000,1173664.823,428.132,137.011,134.337,127.510,0.986,0.949,0.922,420.000,2440.000,0.479,0.000,29
31,15684.000,1477573.354,463.446,146.014,142.645,140.014,0.984,0.981,0.918,428.000,1068.000,0.549,2.000,30
33,13128.000,1131518.483,423.647,133.701,130.542,128.088,0.984,0.981,0.919,466.000,1274.000,0.503,2.828,32
34,16788.000,1636297.403,481.588,150.053,147.715,144.716,0.984,0.980,0.910,488.000,474.000,0.579,0.000,33
35,14276.000,1283138.716,442.960,140.528,136.705,132.999,0.983,0.973,0.914,494.000,2184.000,0.516,0.000,34
36,12692.000,1075620.066,416.818,135.204,130.752,123.734,0.984,0.945,0.918,500.000,1712.000,0.530,4.000,35
37,15396.000,1437062.491,458.960,145.602,142.953,137.147,0.984,0.959,0.918,522.000,722.000,0.488,4.000,36
38,12332.000,1030182.278,409.990,130.782,127.858,122.879,0.983,0.960,0.922,528.000,2606.000,0.473,0.000,37
39,13820.000,1222153.807,433.304,140.014,136.259,129.184,0.986,0.948,0.925,572.000,1900.000,0.464,2.000,38
40,15188.000,1408038.996,454.960,143.388,139.852,138.295,0.986,0.989,0.922,582.000,268.000,0.467,2.828,39
41,15968.000,1517887.506,466.274,146.711,143.457,141.734,0.986,0.988,0.923,582.000,922.000,0.570,2.000,41
42,17012.000,1669155.744,482.759,150.625,147.635,146.728,0.986,0.994,0.917,586.000,1498.000,0.532,0.000,40
44,16116.000,1539039.224,467.446,147.851,144.539,141.995,0.987,0.982,0.927,670.000,1146.000,0.530,2.828,43
45,11844.000,969641.955,403.161,130.599,125.176,120.604,0.983,0.962,0.916,672.000,602.000,0.572,2.000,44
46,11708.000,952988.963,397.505,125.539,122.690,121.539,0.985,0.990,0.931,696.000,1724.000,0.552,2.000,46
47,12704.000,1077145.888,417.304,131.027,128.555,125.907,0.984,0.979,0.917,696.000,2474.000,0.496,4.472,47
49,16200.000,1551087.586,470.759,148.647,145.088,142.193,0.985,0.980,0.919,706.000,2064.000,0.507,4.472,45
50,11920.000,978989.837,400.333,127.122,123.427,122.984,0.986,0.996,0.935,720.000,774.000,0.456,2.828,50
51,18008.000,1817866.654,495.730,156.179,153.108,149.761,0.987,0.978,0.921,728.000,422.000,0.535,2.828,49
