cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
9,8868.000,628206.357,344.049,109.636,106.808,105.721,0.986,0.990,0.941,74.000,1532.000,0.641,2.000,9
10,8212.000,559805.565,331.563,106.621,103.462,101.093,0.984,0.977,0.939,88.000,1368.000,0.715,2.000,10
11,8804.000,621418.032,344.049,110.941,107.643,104.144,0.983,0.967,0.935,96.000,1058.000,0.655,2.828,11
12,8844.000,625657.855,346.877,109.636,106.830,105.414,0.981,0.987,0.924,114.000,2166.000,0.650,0.000,12
13,8496.000,589095.297,338.877,110.635,108.023,100.229,0.983,0.927,0.930,144.000,1898.000,0.627,2.828,13
14,4568.000,232248.514,246.794,79.120,76.468,76.054,0.977,0.995,0.942,152.000,608.000,0.636,0.000,14
16,8672.000,607494.995,342.877,111.140,108.506,101.765,0.982,0.938,0.927,184.000,1648.000,0.700,2.000,16
17,9424.000,688203.246,355.362,114.018,110.538,108.570,0.985,0.982,0.938,186.000,1200.000,0.654,2.000,15
19,8556.000,595346.718,341.019,110.725,108.391,100.599,0.982,0.927,0.925,196.000,872.000,0.329,50.990,17
20,9064.000,649147.884,352.534,112.588,110.053,104.884,0.981,0.953,0.916,204.000,994.000,0.832,2.000,19
21,8708.000,611281.751,342.392,110.941,108.337,102.355,0.984,0.945,0.933,214.000,1334.000,0.632,0.000,20
22,8564.000,596181.902,341.706,108.259,105.428,103.443,0.979,0.981,0.922,218.000,2454.000,0.653,0.000,21
23,7644.000,502741.594,323.362,108.259,105.811,92.333,0.982,0.869,0.919,244.000,2086.000,0.431,26.907,18
24,8648.000,604974.852,342.191,109.417,107.256,102.678,0.982,0.957,0.928,266.000,2224.000,0.589,2.000,22
25,8276.000,566362.543,337.019,113.877,113.224,93.353,0.982,0.822,0.916,270.000,804.000,0.318,49.518,17
26,9492.000,695665.386,358.877,116.619,113.334,106.666,0.983,0.941,0.926,276.000,2692.000,0.699,2.000,25
27,13144.000,1133587.702,421.304,133.417,130.174,128.573,0.986,0.988,0.931,280.000,1944.000,0.677,0.000,23
28,8484.000,587847.655,340.534,107.703,104.449,103.446,0.978,0.990,0.919,278.000,1096.000,0.615,0.000,24
29,8788.000,619724.795,345.220,111.427,109.065,102.673,0.983,0.941,0.927,290.000,1786.000,0.698,0.000,26
30,8784.000,619301.727,344.534,110.055,106.526,105.002,0.983,0.986,0.930,304.000,2354.000,0.674,2.000,27
31,8544.000,594094.675,340.049,108.407,104.957,103.659,0.981,0.988,0.929,310.000,1424.000,0.645,2.828,28
32,8580.000,597853.439,341.220,109.252,106.172,102.919,0.980,0.969,0.926,314.000,1656.000,0.586,4.472,29
33,8332.000,572120.741,334.392,106.621,103.116,102.890,0.983,0.998,0.936,316.000,1246.000,0.647,2.000,30
34,8776.000,618455.879,346.877,112.161,109.216,102.401,0.979,0.937,0.917,368.000,2122.000,0.697,2.000,31
35,8796.000,620571.221,345.706,109.417,106.534,105.197,0.983,0.987,0.925,378.000,2462.000,0.692,2.000,32
36,10128.000,766742.152,373.019,120.067,117.246,110.050,0.981,0.938,0.915,384.000,672.000,0.504,20.591,33
37,8592.000,599108.116,342.877,108.462,106.155,103.082,0.979,0.971,0.918,400.000,2262.000,0.661,2.000,34
38,8824.000,623536.742,345.706,111.086,107.853,104.179,0.981,0.966,0.928,406.000,1854.000,0.646,0.000,35
39,8444.000,583695.221,338.877,107.424,104.704,102.695,0.980,0.981,0.924,406.000,1114.000,0.721,0.000,36
40,9120.000,655173.100,357.706,117.047,115.988,100.834,0.980,0.863,0.896,414.000,2688.000,0.339,44.272,37
41,8760.000,616765.339,345.706,109.252,106.841,104.419,0.981,0.977,0.921,418.000,1540.000,0.625,2.828,38
42,8684.000,608756.375,341.706,109.252,106.216,104.115,0.983,0.980,0.935,444.000,1408.000,0.617,0.000,40
43,8720.000,612545.745,348.534,118.727,118.504,93.932,0.982,0.791,0.902,448.000,2782.000,0.324,55.714,37
44,8392.000,578311.746,336.534,107.703,104.421,102.347,0.981,0.980,0.931,448.000,1234.000,0.636,2.000,42
45,8440.000,583280.517,338.392,108.812,105.947,101.455,0.981,0.957,0.926,446.000,2004.000,0.526,5.657,39
46,8692.000,609597.780,343.362,109.252,106.806,103.649,0.981,0.970,0.926,454.000,994.000,0.605,0.000,41
47,8832.000,624384.899,342.877,112.641,109.555,102.674,0.987,0.937,0.944,456.000,1692.000,0.581,0.000,43
48,8776.000,618455.879,343.362,110.725,107.022,104.422,0.984,0.976,0.935,460.000,862.000,0.655,0.000,44
49,9332.000,678150.202,356.534,114.018,110.068,108.213,0.983,0.981,0.923,462.000,464.000,0.773,2.000,46
50,8488.000,588263.438,338.392,108.462,106.028,101.969,0.984,0.961,0.931,460.000,2564.000,0.688,2.000,45
51,8564.000,596181.902,338.392,109.252,106.224,102.671,0.984,0.966,0.940,486.000,2390.000,0.672,2.000,47
53,8328.000,571708.797,337.706,107.870,105.065,100.956,0.979,0.961,0.918,538.000,2274.000,0.672,0.000,49
54,6556.000,399321.062,296.250,95.079,92.227,90.509,0.982,0.981,0.939,546.000,556.000,0.584,0.000,51
55,8312.000,570062.013,333.220,106.000,103.414,102.337,0.985,0.990,0.941,548.000,1920.000,0.630,0.000,50
56,8124.000,550831.379,332.049,104.785,101.954,101.461,0.980,0.995,0.926,550.000,1788.000,0.691,2.000,53
57,9136.000,656897.995,352.049,111.893,108.494,107.241,0.982,0.988,0.926,554.000,1324.000,0.580,0.000,52
58,8912.000,632887.571,348.049,111.086,107.254,105.831,0.981,0.986,0.924,558.000,680.000,0.662,4.000,54
59,8508.000,590343.821,338.392,108.683,106.364,101.853,0.983,0.958,0.934,572.000,1186.000,0.626,0.000,56
60,8584.000,598271.567,341.220,108.407,105.325,103.883,0.984,0.985,0.926,574.000,1560.000,0.555,4.000,55
61,9040.000,646571.334,351.362,111.803,108.087,106.502,0.980,0.985,0.920,574.000,2492.000,0.637,0.000,57
62,10320.000,788648.254,375.362,121.803,117.635,111.783,0.981,0.950,0.920,584.000,1048.000,0.650,2.000,58
63,8356.000,574594.477,337.706,110.218,108.676,97.997,0.981,0.901,0.921,594.000,2100.000,0.555,2.828,59
64,9528.000,699626.777,358.877,114.018,111.376,108.933,0.983,0.978,0.930,614.000,444.000,0.661,0.000,60
65,8552.000,594929.273,343.362,109.836,105.817,102.997,0.978,0.972,0.912,640.000,1436.000,0.562,2.000,61
66,7916.000,529812.839,328.049,109.179,107.220,94.168,0.982,0.877,0.924,654.000,2222.000,0.323,49.193,62
67,7556.000,494085.062,324.936,111.086,108.365,89.789,0.978,0.819,0.899,656.000,1726.000,0.142,152.118,63
68,9104.000,653449.716,350.877,112.872,109.671,105.706,0.982,0.964,0.929,664.000,602.000,0.685,2.000,64
69,8460.000,585355.017,338.392,107.703,104.645,102.952,0.981,0.984,0.928,678.000,1936.000,0.655,0.000,65
70,9244.000,668580.500,352.049,113.649,110.421,106.628,0.986,0.965,0.937,710.000,2464.000,0.644,2.000,66
