sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
15,23840.000,2769001.410,579.529,183.096,180.163,169.528,0.982,0.935,0.892,120.000,1506.000,1,[13],13000.000,1115010.170,420.132,132.575,129.273,128.096,0.986,0.990,0.926,0.545,4.000
16,31568.000,4219241.675,661.269,208.557,203.973,197.157,0.987,0.966,0.907,142.000,916.000,1,[14],15792.000,1492861.449,462.759,147.851,144.960,138.731,0.986,0.957,0.927,0.500,0.000
18,31828.000,4271474.562,672.784,210.419,204.552,198.676,0.979,0.969,0.884,178.000,1108.000,1,[15],17016.000,1669744.477,483.245,152.971,149.056,145.381,0.984,0.975,0.916,0.535,2.000
19,29580.000,3827022.845,637.955,201.246,197.491,190.747,0.989,0.966,0.913,182.000,2488.000,1,[17],14924.000,1371486.891,452.617,145.890,142.638,133.231,0.984,0.934,0.915,0.505,2.828
20,25272.000,3022200.128,593.470,188.043,185.357,173.779,0.985,0.937,0.902,180.000,2736.000,1,[16],12904.000,1102682.118,419.161,132.620,129.469,126.932,0.984,0.980,0.923,0.511,0.000
21,52264.000,8988097.359,894.607,320.512,325.543,205.280,0.986,0.628,0.821,240.000,2240.000,2,"[18, 21]",15000.000,1385704.970,463.546,149.603,143.692,133.691,0.979,0.926,0.876,0.287,61.706
22,29284.000,3769722.637,636.784,201.405,199.060,187.408,0.987,0.941,0.908,236.000,1738.000,1,[19],14460.000,1308025.587,443.647,141.549,138.029,133.417,0.987,0.966,0.923,0.494,0.000
23,25860.000,3128286.936,597.470,187.883,182.420,180.659,0.986,0.989,0.910,246.000,1294.000,1,[20],12904.000,1102682.118,418.475,132.439,129.184,127.202,0.985,0.985,0.926,0.499,2.000
24,25092.000,2989969.227,595.328,185.914,180.523,177.145,0.984,0.980,0.890,272.000,1996.000,1,[22],12640.000,1069016.507,414.475,131.103,128.293,125.477,0.985,0.978,0.925,0.504,2.828
25,28548.000,3628501.713,630.156,198.494,194.220,187.417,0.987,0.964,0.903,286.000,1536.000,1,[23],15224.000,1413048.158,458.960,146.014,142.545,136.069,0.983,0.954,0.908,0.533,0.000
27,25560.000,3074008.574,598.357,188.605,181.753,179.282,0.986,0.985,0.897,322.000,964.000,1,[26],13768.000,1215262.470,432.132,137.201,133.631,131.212,0.985,0.982,0.927,0.539,0.000
29,53744.000,9372571.885,895.495,318.220,325.153,211.551,0.984,0.647,0.842,390.000,782.000,2,"[27, 36]",14420.000,1303930.535,451.161,143.224,141.167,130.616,0.980,0.921,0.890,0.268,60.836
30,48792.000,8107495.771,850.039,300.307,302.619,206.049,0.986,0.678,0.849,394.000,570.000,2,"[28, 35]",12880.000,1100012.971,426.191,137.492,134.480,122.676,0.977,0.907,0.891,0.264,56.594
31,25940.000,3142814.570,613.269,198.404,186.078,178.605,0.974,0.954,0.867,358.000,1162.000,1,[29],11928.000,979975.563,404.333,128.515,126.075,120.478,0.981,0.955,0.917,0.460,4.472
32,24720.000,2923724.856,594.240,188.096,183.405,172.609,0.979,0.936,0.880,388.000,1384.000,1,[31],12452.000,1045255.516,411.161,131.027,128.367,123.567,0.984,0.962,0.926,0.504,2.828
33,24624.000,2906709.995,582.843,184.358,179.611,174.594,0.987,0.972,0.911,384.000,2396.000,1,[32],12308.000,1027176.398,408.818,130.614,127.193,123.245,0.984,0.969,0.925,0.500,0.000
34,22008.000,2456035.650,557.872,174.642,169.610,165.799,0.979,0.974,0.889,384.000,1856.000,1,[30],12996.000,1114495.590,421.304,134.239,130.959,126.364,0.985,0.965,0.920,0.591,2.000
35,24912.000,2957853.726,595.813,184.141,178.968,177.356,0.982,0.990,0.882,386.000,2722.000,1,[33],12480.000,1048783.095,413.304,131.103,128.003,124.179,0.984,0.970,0.918,0.501,2.000
36,29228.000,3758914.508,636.784,199.249,195.339,190.580,0.987,0.975,0.906,418.000,1688.000,1,[34],13584.000,1190982.307,429.304,135.823,132.937,130.121,0.985,0.979,0.926,0.465,0.000
39,28620.000,3642237.357,631.411,198.927,196.136,186.242,0.985,0.947,0.902,506.000,1510.000,1,[39],14256.000,1280443.236,441.304,139.714,136.177,133.351,0.985,0.979,0.920,0.498,0.000
40,26288.000,3206270.206,606.156,190.158,183.835,182.158,0.986,0.990,0.899,532.000,1942.000,1,[40],13384.000,1164776.747,426.475,136.000,133.081,128.089,0.985,0.962,0.925,0.509,2.828
41,27704.000,3468786.083,615.813,191.802,188.725,186.929,0.989,0.990,0.918,536.000,2132.000,1,[41],12608.000,1064959.521,413.990,130.384,128.008,125.416,0.985,0.980,0.924,0.455,2.000
42,30816.000,4069379.551,652.098,202.277,198.896,197.308,0.988,0.992,0.911,542.000,328.000,1,[42],18256.000,1855548.203,500.416,156.589,153.362,151.583,0.986,0.988,0.916,0.592,2.828
43,28404.000,3601082.377,624.299,195.387,190.680,189.712,0.989,0.995,0.916,558.000,2656.000,1,[44],14604.000,1327613.123,446.475,142.352,139.400,133.429,0.984,0.957,0.921,0.514,0.000
