cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
18,10228.000,778125.915,373.019,120.017,115.748,112.543,0.983,0.972,0.924,78.000,1212.000,0.738,2.000,18
19,9344.000,679458.670,356.534,112.925,110.172,108.009,0.982,0.980,0.924,82.000,796.000,0.721,0.000,19
20,10464.000,805212.293,377.706,121.491,117.161,113.841,0.983,0.971,0.922,90.000,2354.000,0.853,2.000,20
22,9636.000,711555.840,360.534,113.877,110.842,110.694,0.984,0.999,0.932,96.000,1798.000,0.750,0.000,21
23,11340.000,908413.087,393.019,124.788,121.138,119.232,0.983,0.984,0.923,130.000,1006.000,0.948,2.000,23
24,10196.000,774477.028,371.848,118.474,114.916,112.992,0.982,0.983,0.927,136.000,1446.000,0.806,4.472,24
25,9764.000,725780.769,363.362,115.412,112.005,111.005,0.983,0.991,0.929,140.000,2232.000,0.783,2.000,25
26,10256.000,781323.377,373.019,118.068,114.694,113.858,0.983,0.993,0.926,140.000,2762.000,0.750,2.000,26
27,9220.000,665978.458,352.534,111.517,108.704,107.996,0.985,0.993,0.932,148.000,1656.000,0.730,0.000,28
28,10024.000,754962.512,367.362,116.619,113.343,112.615,0.985,0.993,0.933,152.000,626.000,0.743,2.000,27
29,10660.000,827941.415,381.990,120.017,117.403,115.621,0.982,0.985,0.918,166.000,468.000,0.773,2.000,29
30,10048.000,757675.492,370.676,119.331,115.450,110.878,0.980,0.960,0.919,180.000,92.000,0.771,2.000,30
31,10820.000,846651.518,384.818,122.262,119.738,115.136,0.982,0.961,0.918,188.000,2580.000,0.805,4.000,32
32,10056.000,758580.540,372.333,120.017,116.686,109.823,0.981,0.940,0.912,186.000,336.000,0.813,2.000,33
33,10848.000,849940.091,384.818,122.376,118.448,116.659,0.983,0.984,0.921,188.000,1124.000,0.838,2.828,31
34,9460.000,692150.449,361.019,114.280,112.007,107.702,0.979,0.960,0.912,190.000,1946.000,0.801,2.000,34
35,9676.000,715991.044,362.191,114.612,111.922,110.078,0.982,0.983,0.927,200.000,1276.000,0.700,0.000,35
36,10420.000,800138.889,374.191,119.080,116.280,114.102,0.986,0.981,0.935,200.000,2086.000,0.756,0.000,36
37,9724.000,721325.400,360.534,114.909,112.030,110.518,0.986,0.986,0.940,204.000,844.000,0.734,0.000,37
39,10068.000,759938.786,370.676,118.457,115.093,111.478,0.981,0.968,0.921,224.000,1796.000,0.827,2.828,38
40,10616.000,822820.617,378.676,121.672,118.863,113.766,0.986,0.957,0.930,250.000,718.000,0.781,4.000,40
41,10684.000,830739.038,382.191,122.801,118.937,114.488,0.983,0.962,0.919,256.000,1394.000,0.894,2.000,41
42,9452.000,691272.642,358.191,113.508,110.330,109.082,0.981,0.989,0.926,266.000,558.000,0.760,2.828,42
43,9568.000,704037.108,360.534,114.490,111.281,109.474,0.982,0.984,0.925,266.000,2468.000,0.745,0.000,43
44,10756.000,839150.757,382.676,120.830,117.722,116.433,0.984,0.988,0.923,270.000,958.000,0.820,2.828,44
45,10168.000,771288.945,369.706,121.078,116.275,111.460,0.986,0.958,0.935,270.000,2754.000,0.789,2.000,45
46,9952.000,746843.063,366.676,118.878,115.243,110.013,0.985,0.954,0.930,274.000,1520.000,0.761,0.000,46
47,9248.000,669014.502,353.706,111.893,108.733,108.290,0.983,0.996,0.929,280.000,1652.000,0.704,0.000,47
48,10056.000,758580.540,369.505,117.745,113.814,112.541,0.982,0.988,0.926,300.000,402.000,0.743,2.000,48
49,9632.000,711112.825,360.534,114.018,111.302,110.187,0.984,0.990,0.931,302.000,148.000,0.705,0.000,49
50,9180.000,661649.246,352.049,112.161,109.121,107.148,0.983,0.982,0.931,306.000,2006.000,0.742,2.000,50
51,9708.000,719545.815,363.362,114.978,112.273,110.094,0.981,0.981,0.924,312.000,2274.000,0.736,0.000,52
52,9620.000,709784.332,361.019,113.719,110.782,110.564,0.984,0.998,0.928,310.000,2628.000,0.718,0.000,51
53,10516.000,811221.900,378.676,119.331,116.119,115.315,0.982,0.993,0.922,320.000,1102.000,0.730,0.000,53
54,9384.000,683826.299,356.534,112.925,110.266,108.356,0.982,0.983,0.928,330.000,1866.000,0.762,2.828,56
55,9096.000,652588.592,349.706,110.923,108.155,107.079,0.984,0.990,0.935,332.000,278.000,0.705,0.000,55
56,10260.000,781780.514,372.534,121.078,117.545,111.218,0.985,0.945,0.929,332.000,1242.000,0.759,2.828,54
57,9364.000,681641.318,353.706,112.641,109.292,109.092,0.987,0.998,0.941,336.000,824.000,0.693,0.000,57
59,10468.000,805674.042,379.848,120.333,117.838,113.143,0.979,0.960,0.912,372.000,2158.000,0.799,2.000,59
