cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
9,5628.000,317610.560,274.593,88.769,86.136,83.255,0.980,0.966,0.938,90.000,1468.000,0.638,2.828,11
10,10340.000,790941.947,373.019,120.748,117.545,112.017,0.986,0.953,0.934,100.000,1094.000,0.710,0.000,10
11,11768.000,960324.016,399.161,126.649,123.233,121.623,0.985,0.987,0.928,116.000,2584.000,0.696,5.657,12
12,10540.000,814000.584,377.505,120.017,116.929,114.776,0.984,0.982,0.929,138.000,958.000,0.695,0.000,13
13,11176.000,888778.192,387.848,123.693,120.874,117.738,0.986,0.974,0.934,146.000,1362.000,0.756,0.000,14
14,11004.000,868339.731,387.161,122.654,119.741,117.034,0.983,0.977,0.923,158.000,654.000,0.725,0.000,15
15,10884.000,854174.496,385.505,121.672,118.750,116.738,0.983,0.983,0.920,160.000,2454.000,0.746,2.000,16
16,12148.000,1007212.194,408.132,129.074,125.523,123.267,0.982,0.982,0.916,168.000,1564.000,0.772,0.000,18
17,13276.000,1150706.764,426.960,136.308,132.031,128.110,0.983,0.970,0.915,166.000,1934.000,0.783,2.828,17
18,12768.000,1085295.772,419.161,132.740,129.452,125.688,0.982,0.970,0.913,186.000,116.000,0.770,2.828,19
19,11132.000,883534.672,386.676,123.483,119.847,118.271,0.985,0.987,0.936,192.000,1204.000,0.721,0.000,20
20,12444.000,1044248.365,411.647,130.614,127.627,124.185,0.984,0.973,0.923,202.000,2074.000,0.752,0.000,21
21,11236.000,895945.095,391.848,127.264,123.640,115.768,0.983,0.936,0.920,206.000,782.000,0.736,2.000,22
22,12868.000,1098070.890,419.647,131.939,129.567,126.466,0.983,0.976,0.918,212.000,522.000,0.742,0.000,23
23,11956.000,983428.205,403.161,127.122,124.781,122.006,0.985,0.978,0.924,220.000,1710.000,0.782,0.000,24
24,11388.000,914186.888,393.990,127.640,125.753,115.348,0.983,0.917,0.922,254.000,2354.000,0.735,0.000,26
25,12728.000,1080199.695,417.304,131.590,128.146,126.495,0.983,0.987,0.918,254.000,2558.000,0.775,2.828,27
26,11316.000,905530.762,392.818,124.788,121.455,118.658,0.983,0.977,0.922,262.000,1462.000,0.795,2.000,29
27,11792.000,963263.282,400.333,127.389,124.414,120.689,0.984,0.970,0.925,264.000,1024.000,0.737,0.000,28
28,10604.000,821425.875,380.333,119.683,116.729,115.674,0.983,0.991,0.921,278.000,1318.000,0.737,0.000,31
29,11360.000,910817.355,391.848,125.634,122.963,117.638,0.985,0.957,0.930,276.000,1840.000,0.704,0.000,30
30,12168.000,1009700.571,405.990,129.259,126.899,122.123,0.984,0.962,0.928,296.000,216.000,0.735,0.000,32
31,11032.000,871656.113,387.161,122.654,120.000,117.080,0.984,0.975,0.925,292.000,886.000,0.720,0.000,33
32,11348.000,909374.540,391.161,124.193,121.211,119.206,0.985,0.983,0.932,302.000,640.000,0.685,0.000,34
33,10980.000,865500.475,385.505,121.672,118.466,118.018,0.985,0.996,0.928,306.000,1978.000,0.695,0.000,35
