sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
8,13580.000,1190456.293,432.960,136.894,134.709,128.450,0.981,0.953,0.910,106.000,68.000,1,[6],8788.000,619724.795,344.534,109.636,106.895,104.683,0.983,0.979,0.930,0.647,0.000
9,14164.000,1268068.392,444.132,139.140,134.694,133.943,0.981,0.994,0.902,118.000,226.000,1,[7],8368.000,575832.679,334.877,107.870,105.418,101.075,0.984,0.959,0.938,0.591,0.000
10,13384.000,1164776.747,429.789,135.204,131.882,129.286,0.983,0.980,0.911,140.000,2260.000,1,[8],9052.000,647859.182,348.049,111.427,107.808,106.928,0.986,0.992,0.939,0.676,0.000
11,12472.000,1047774.811,413.990,130.782,127.470,124.623,0.981,0.977,0.914,150.000,944.000,1,[9],8352.000,574181.941,336.049,108.407,105.579,100.734,0.982,0.954,0.929,0.670,2.828
12,15580.000,1462901.146,463.931,146.014,142.412,139.326,0.983,0.978,0.910,164.000,2122.000,1,[11],9188.000,662514.336,352.049,113.719,109.990,106.405,0.982,0.967,0.932,0.590,2.000
13,12936.000,1106786.391,421.990,133.222,130.620,126.148,0.981,0.965,0.913,160.000,712.000,1,[10],8580.000,597853.439,340.049,108.407,106.287,102.802,0.983,0.967,0.932,0.663,0.000
14,24652.000,2911669.243,614.725,224.829,230.252,137.782,0.974,0.592,0.820,196.000,1660.000,2,"[12, 23]",7022.000,464862.204,302.492,98.788,95.663,90.277,0.979,0.949,0.933,0.285,52.207
16,14144.000,1265383.513,441.789,138.463,134.698,133.746,0.981,0.993,0.911,198.000,1210.000,1,[14],8604.000,600363.669,340.049,108.462,105.135,104.204,0.983,0.991,0.935,0.608,0.000
17,14176.000,1269680.229,441.789,138.463,134.539,134.206,0.984,0.997,0.913,196.000,1490.000,1,[15],8988.000,641000.541,348.534,112.089,109.135,104.881,0.983,0.961,0.930,0.634,0.000
18,14744.000,1346749.378,452.617,143.736,138.213,135.939,0.983,0.983,0.904,200.000,2520.000,1,[16],9600.000,707572.018,358.877,114.769,112.006,109.142,0.985,0.974,0.937,0.651,0.000
19,15744.000,1486060.265,462.274,145.602,142.690,140.494,0.986,0.985,0.926,216.000,1860.000,1,[18],10672.000,829339.833,379.848,120.067,117.294,115.862,0.984,0.988,0.929,0.678,0.000
20,11388.000,914186.888,395.161,127.122,122.203,118.733,0.981,0.971,0.916,214.000,832.000,1,[17],8328.000,571708.797,334.392,107.424,103.685,102.321,0.985,0.986,0.936,0.731,2.000
21,14640.000,1332525.152,448.617,144.471,140.545,132.660,0.984,0.944,0.914,222.000,2658.000,1,[19],8756.000,616342.946,344.049,113.296,110.316,101.097,0.985,0.916,0.930,0.598,2.000
22,22624.000,2559869.869,561.186,174.929,171.604,167.886,0.985,0.978,0.903,240.000,1064.000,1,[21],15848.000,1500809.237,465.103,147.092,144.927,139.270,0.986,0.961,0.921,0.700,0.000
23,14636.000,1331979.073,450.274,143.178,138.240,134.871,0.980,0.975,0.907,230.000,306.000,1,[20],8736.000,614232.424,344.534,108.462,105.826,105.108,0.980,0.993,0.925,0.597,2.000
24,13000.000,1115010.170,422.475,133.522,129.296,128.053,0.984,0.990,0.915,236.000,162.000,1,[22],8528.000,592426.651,340.049,107.424,104.802,103.636,0.981,0.989,0.927,0.656,0.000
25,20760.000,2250115.566,573.872,206.243,211.981,127.150,0.962,0.588,0.792,254.000,574.000,2,"[24, 25]",7004.000,446477.783,308.836,103.085,101.853,87.273,0.980,0.864,0.917,0.337,45.886
26,3316.000,143643.369,219.066,74.673,71.226,59.584,0.952,0.832,0.868,224.000,2218.000,0,[],,,,,,,,,,,
27,26616.000,3266464.797,635.245,233.238,239.457,142.458,0.981,0.591,0.829,316.000,1378.000,2,"[26, 39]",8352.000,574183.719,337.078,110.652,109.153,97.756,0.983,0.893,0.924,0.314,50.199
28,14400.000,1299892.800,447.931,140.186,136.500,134.389,0.981,0.984,0.902,300.000,2160.000,1,[27],8776.000,618455.879,342.877,109.636,106.553,104.875,0.984,0.984,0.938,0.609,0.000
29,12916.000,1104220.625,423.647,132.439,128.563,127.947,0.982,0.995,0.904,304.000,1726.000,1,[28],8652.000,605394.633,341.706,108.683,105.870,104.049,0.981,0.983,0.931,0.670,0.000
31,13460.000,1174711.959,430.960,136.704,133.029,128.904,0.981,0.968,0.911,332.000,1186.000,1,[30],8232.000,561851.886,332.534,106.301,103.345,101.431,0.982,0.981,0.935,0.612,2.828
32,14384.000,1297726.914,450.475,144.014,139.605,131.305,0.978,0.940,0.891,338.000,2730.000,1,[31],9412.000,686889.184,356.049,114.612,111.884,107.143,0.985,0.957,0.933,0.654,2.000
33,13116.000,1129967.395,422.475,132.981,130.210,128.263,0.984,0.985,0.923,336.000,796.000,1,[32],8560.000,595764.261,340.049,109.124,106.189,102.661,0.982,0.967,0.930,0.653,0.000
34,15604.000,1466282.707,462.759,146.779,143.599,138.402,0.984,0.963,0.916,356.000,2594.000,1,[33],9276.000,672055.145,355.362,113.649,110.928,106.570,0.983,0.960,0.923,0.594,0.000
35,10836.000,848530.182,386.676,123.369,118.665,116.306,0.977,0.980,0.911,356.000,2042.000,1,[34],7696.000,507880.325,321.220,102.956,99.730,98.270,0.983,0.985,0.937,0.710,0.000
36,19712.000,2081899.860,536.902,193.680,192.541,130.951,0.983,0.677,0.859,366.000,300.000,2,"[35, 40]",6456.000,401246.532,301.214,99.363,95.701,84.974,0.961,0.891,0.874,0.328,40.055
37,12596.000,1063439.477,415.647,130.430,127.712,125.603,0.983,0.983,0.916,368.000,660.000,1,[36],8416.000,580794.360,337.706,106.977,104.391,102.659,0.982,0.983,0.927,0.668,0.000
38,12812.000,1090910.684,417.304,132.966,129.583,125.912,0.985,0.971,0.925,368.000,952.000,1,[37],8312.000,570062.013,334.392,106.677,103.818,101.945,0.983,0.982,0.934,0.649,2.828
39,13836.000,1224276.830,436.333,144.014,137.718,128.153,0.984,0.929,0.913,368.000,1848.000,1,[38],8616.000,601620.097,343.362,111.086,107.236,102.382,0.980,0.954,0.918,0.623,2.828
40,14992.000,1380871.164,452.617,144.402,140.770,135.742,0.984,0.963,0.920,386.000,460.000,1,[41],8776.000,618455.879,344.534,109.563,106.484,104.949,0.982,0.985,0.929,0.585,2.828
41,14072.000,1255733.672,440.617,140.456,135.579,132.194,0.982,0.975,0.911,446.000,1732.000,1,[42],8628.000,602877.402,341.706,108.259,105.159,104.475,0.982,0.993,0.929,0.613,2.000
42,13432.000,1171048.346,431.446,135.440,130.920,130.665,0.981,0.998,0.907,460.000,2380.000,1,[43],8640.000,604135.580,340.534,108.407,105.632,104.149,0.984,0.986,0.936,0.643,0.000
43,10764.000,840087.135,387.848,121.852,118.330,116.100,0.979,0.979,0.899,458.000,570.000,1,[44],5736.000,326796.589,275.765,89.889,87.717,83.287,0.984,0.949,0.948,0.533,0.000
44,13696.000,1205742.089,432.132,136.308,133.037,131.100,0.984,0.985,0.922,476.000,92.000,1,[45],8688.000,609177.029,342.877,108.462,105.834,104.526,0.982,0.988,0.929,0.634,2.000
45,13428.000,1170525.284,434.475,147.567,145.562,117.558,0.981,0.807,0.894,476.000,794.000,1,[46],8264.000,565131.172,337.220,113.225,112.028,94.011,0.981,0.838,0.913,0.615,2.000
46,12728.000,1080199.695,417.789,132.981,127.906,126.773,0.983,0.991,0.916,482.000,2040.000,1,[47],8348.000,573769.503,334.392,106.320,103.325,102.869,0.985,0.996,0.938,0.656,2.000
47,13756.000,1213674.007,434.475,138.924,134.752,130.016,0.982,0.965,0.916,486.000,234.000,1,[48],8992.000,641428.493,347.362,111.571,108.793,105.236,0.983,0.967,0.936,0.654,2.000
48,13444.000,1172617.999,426.475,134.462,131.427,130.251,0.986,0.991,0.929,488.000,1220.000,1,[50],8568.000,596599.640,340.049,107.703,105.124,103.782,0.983,0.987,0.931,0.637,0.000
49,13440.000,1172094.703,429.304,135.558,131.451,130.203,0.981,0.990,0.916,488.000,1910.000,1,[49],8668.000,607074.728,344.049,111.140,108.430,101.888,0.978,0.939,0.920,0.645,2.000
50,14104.000,1260019.450,438.274,141.223,136.645,131.486,0.985,0.962,0.923,496.000,998.000,1,[51],8784.000,619301.727,346.877,109.417,106.605,104.935,0.978,0.984,0.917,0.623,0.000
51,13228.000,1144471.757,424.818,134.833,131.282,128.396,0.985,0.977,0.921,570.000,1780.000,1,[52],8532.000,592843.511,339.563,108.757,105.911,102.595,0.982,0.968,0.930,0.645,0.000
52,19572.000,2059759.957,519.730,162.049,158.323,157.430,0.985,0.994,0.911,586.000,882.000,1,[53],13016.000,1117069.284,422.475,133.776,131.386,126.176,0.982,0.960,0.916,0.665,2.828
53,13832.000,1223745.959,434.960,137.201,133.821,131.642,0.984,0.983,0.919,580.000,2440.000,1,[54],8852.000,626506.972,346.877,110.073,107.112,105.228,0.981,0.982,0.924,0.640,0.000
54,13380.000,1164254.621,428.617,136.528,133.750,127.393,0.982,0.952,0.915,586.000,546.000,1,[56],8356.000,574594.477,337.220,107.703,104.530,101.799,0.980,0.974,0.923,0.625,4.000
55,27812.000,3489089.673,671.044,247.588,258.269,138.895,0.965,0.531,0.776,596.000,2148.000,2,"[57, 59]",7368.000,481325.249,314.392,100.459,97.742,95.250,0.980,0.976,0.930,0.265,53.103
56,14412.000,1301518.005,444.617,140.684,137.382,133.647,0.984,0.972,0.916,596.000,152.000,1,[58],8548.000,594511.925,340.534,108.849,105.710,102.991,0.980,0.974,0.926,0.593,2.828
57,24312.000,2851640.873,600.382,219.272,224.184,138.638,0.985,0.616,0.848,622.000,370.000,2,"[55, 60]",7852.000,523543.710,328.534,109.114,108.132,92.629,0.980,0.856,0.914,0.323,47.387
