cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
15,11588.000,938375.219,397.990,129.522,127.623,115.645,0.982,0.906,0.919,86.000,2124.000,0.857,2.000,15
16,9956.000,747293.375,365.019,117.047,112.856,112.343,0.987,0.995,0.939,96.000,502.000,0.754,2.828,16
17,9804.000,730245.273,364.534,115.603,112.739,110.732,0.983,0.982,0.927,102.000,692.000,0.700,0.000,17
18,10360.000,793237.858,375.848,118.474,114.959,114.809,0.983,0.998,0.922,106.000,1928.000,0.780,0.000,19
19,9724.000,721325.400,362.191,116.362,112.108,110.473,0.983,0.985,0.931,104.000,1424.000,0.744,0.000,18
20,9804.000,730245.273,367.848,118.068,115.259,108.371,0.980,0.940,0.910,108.000,1250.000,0.782,0.000,20
21,11448.000,921421.266,394.191,129.800,125.486,116.227,0.984,0.926,0.926,118.000,168.000,0.789,2.000,21
22,9580.000,705362.008,360.534,113.719,111.141,109.750,0.983,0.987,0.926,122.000,340.000,0.722,0.000,22
24,9600.000,707572.018,359.362,114.769,111.741,109.410,0.983,0.979,0.934,138.000,1552.000,0.765,0.000,24
25,11804.000,964734.038,400.818,127.389,123.725,121.499,0.984,0.982,0.923,144.000,2424.000,0.965,2.000,25
26,10252.000,780866.329,373.019,120.830,117.413,111.220,0.983,0.947,0.926,150.000,822.000,0.814,2.828,26
27,10096.000,763111.174,371.362,117.388,114.608,112.162,0.981,0.979,0.920,152.000,1110.000,0.732,2.000,27
28,10956.000,862664.319,386.676,123.483,119.227,117.047,0.982,0.981,0.921,158.000,2802.000,0.777,2.000,28
29,11496.000,927222.439,395.161,125.634,122.237,119.851,0.985,0.980,0.925,166.000,1680.000,0.833,4.472,29
30,9912.000,742344.919,366.676,116.619,113.967,110.753,0.983,0.972,0.926,178.000,2602.000,0.715,2.000,30
31,9636.000,711555.840,362.191,114.543,111.528,110.014,0.982,0.986,0.923,186.000,978.000,0.745,2.828,31
32,12364.000,1034194.669,411.647,130.000,126.881,124.088,0.983,0.978,0.917,204.000,2032.000,0.722,0.000,32
33,11048.000,873553.079,386.676,124.258,120.891,116.447,0.985,0.963,0.929,204.000,2312.000,0.910,4.000,36
34,10052.000,758127.971,370.877,119.817,114.874,111.526,0.981,0.970,0.918,206.000,1338.000,0.822,4.000,33
