sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
16,16432.000,1584526.255,478.558,152.591,148.752,140.952,0.984,0.946,0.902,86.000,1970.000,1,[16],10084.000,761751.040,369.505,117.388,114.517,112.129,0.982,0.979,0.928,0.614,2.000
17,15348.000,1430347.252,463.931,146.014,142.521,137.246,0.981,0.962,0.896,86.000,2160.000,1,[15],10204.000,775388.714,371.362,117.388,114.423,113.552,0.984,0.992,0.930,0.665,2.000
18,15108.000,1396928.779,457.304,145.245,140.469,137.027,0.984,0.975,0.908,96.000,1224.000,1,[17],10236.000,779039.029,371.848,118.186,114.954,113.373,0.984,0.986,0.930,0.678,0.000
19,16540.000,1600173.442,481.103,152.591,147.336,143.256,0.981,0.970,0.898,114.000,1080.000,1,[19],10240.000,779495.721,373.019,117.388,114.757,113.621,0.983,0.990,0.925,0.619,0.000
20,6344.000,380109.358,302.735,96.208,93.489,86.805,0.959,0.924,0.870,102.000,148.000,1,[18],4908.000,258654.853,254.794,85.907,82.908,75.530,0.984,0.909,0.950,0.774,2.000
21,15592.000,1464591.602,464.617,145.671,142.373,139.538,0.983,0.979,0.908,142.000,846.000,1,[21],10668.000,828873.607,378.676,120.017,116.682,116.409,0.985,0.998,0.935,0.684,0.000
22,14484.000,1311283.434,446.960,144.069,139.941,131.897,0.983,0.942,0.911,140.000,1480.000,1,[20],9920.000,743243.823,367.362,115.603,112.708,112.069,0.981,0.994,0.924,0.685,2.000
23,16844.000,1644491.562,486.073,154.052,151.336,141.807,0.982,0.936,0.896,168.000,1618.000,1,[22],9992.000,751350.255,366.191,115.948,113.034,112.550,0.985,0.996,0.936,0.593,2.000
24,15696.000,1479269.440,461.304,146.997,143.970,139.127,0.989,0.964,0.927,172.000,2598.000,1,[23],10544.000,814464.006,378.676,119.013,116.000,115.732,0.983,0.998,0.924,0.672,2.828
25,15744.000,1486060.265,472.416,149.091,144.410,139.106,0.979,0.961,0.886,186.000,1874.000,1,[26],10436.000,801982.526,374.191,119.013,115.645,114.899,0.986,0.994,0.937,0.663,0.000
27,15748.000,1486626.635,467.446,148.499,143.516,139.983,0.982,0.974,0.906,186.000,1338.000,1,[25],10308.000,787273.105,374.191,117.881,115.134,113.999,0.983,0.990,0.925,0.655,0.000
28,14272.000,1282599.469,447.647,140.982,136.377,133.414,0.979,0.977,0.895,198.000,2078.000,1,[27],9664.000,714659.518,361.019,116.619,112.682,109.282,0.984,0.969,0.932,0.677,0.000
30,15508.000,1452772.093,460.617,149.466,144.013,137.219,0.983,0.952,0.919,212.000,972.000,1,[29],10276.000,783609.953,373.019,118.186,114.782,113.999,0.983,0.993,0.928,0.663,2.000
31,14324.000,1289615.573,443.647,141.421,135.419,135.040,0.981,0.995,0.915,226.000,202.000,1,[30],10288.000,784982.968,373.505,119.080,115.552,113.371,0.983,0.981,0.927,0.718,2.828
32,13800.000,1219501.756,437.103,139.743,134.812,130.550,0.982,0.967,0.908,240.000,1742.000,1,[31],8792.000,620147.960,344.534,109.179,106.133,105.479,0.983,0.994,0.931,0.637,2.000
33,15940.000,1513896.817,470.073,149.626,146.750,138.388,0.982,0.942,0.906,250.000,1126.000,1,[32],9840.000,734271.121,366.191,116.362,113.156,110.723,0.982,0.978,0.922,0.617,4.472
34,14376.000,1296644.423,450.960,140.456,135.426,135.305,0.978,0.998,0.888,274.000,2698.000,1,[33],9732.000,722215.742,362.191,114.769,112.062,110.609,0.984,0.987,0.932,0.677,0.000
