cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
13,11324.000,906491.198,394.475,125.634,122.078,118.224,0.982,0.967,0.914,98.000,574.000,0.088,90.554,15
14,11860.000,971607.445,420.960,137.884,135.450,112.938,0.971,0.823,0.841,118.000,792.000,0.092,162.641,15
15,11272.000,900254.437,394.960,128.016,127.518,113.384,0.984,0.883,0.908,144.000,1938.000,0.215,62.801,16
16,12724.000,1079690.527,416.333,134.239,130.558,124.132,0.985,0.950,0.922,160.000,1650.000,0.404,2.000,17
17,14564.000,1322162.410,449.588,145.134,144.135,128.885,0.984,0.893,0.905,168.000,476.000,0.113,160.050,15
18,11652.000,946159.848,399.647,127.059,123.731,119.952,0.981,0.969,0.917,194.000,1072.000,0.402,0.000,18
19,13204.000,1141358.490,423.647,133.701,130.412,128.919,0.984,0.989,0.925,204.000,2126.000,0.425,2.000,19
20,12536.000,1055850.124,437.304,146.697,129.501,125.742,0.962,0.952,0.824,212.000,740.000,0.097,114.543,15
22,12120.000,1003731.907,446.889,146.860,143.149,112.427,0.950,0.753,0.763,210.000,626.000,0.094,47.074,15
23,11812.000,965714.957,402.475,130.000,127.848,117.965,0.984,0.920,0.916,218.000,1838.000,0.225,61.612,16
24,12496.000,1050800.631,411.161,130.000,126.828,125.466,0.986,0.989,0.929,226.000,2320.000,0.467,0.000,21
25,12956.000,1109354.142,418.475,132.620,129.164,127.741,0.986,0.989,0.930,270.000,2600.000,0.475,2.000,23
26,13776.000,1216321.830,433.304,137.768,135.718,129.277,0.985,0.952,0.922,274.000,248.000,0.343,20.396,22
27,11336.000,907932.487,393.990,126.270,123.604,116.871,0.983,0.945,0.918,278.000,1446.000,0.443,2.000,24
28,15472.000,1447716.371,458.274,144.471,140.604,140.124,0.986,0.996,0.926,310.000,1244.000,0.431,0.000,25
29,11920.000,978989.837,403.161,129.321,127.090,119.441,0.983,0.940,0.922,334.000,904.000,0.402,2.000,26
30,12584.000,1061920.157,415.647,132.197,129.280,123.973,0.983,0.959,0.915,368.000,2438.000,0.513,2.000,27
31,11384.000,913705.272,393.990,124.868,122.550,118.289,0.983,0.965,0.922,378.000,426.000,0.403,2.000,28
32,11860.000,971607.445,402.475,130.614,129.565,116.779,0.985,0.900,0.920,396.000,1924.000,0.217,65.605,29
33,10604.000,821425.875,378.676,121.078,117.875,114.556,0.984,0.972,0.929,410.000,722.000,0.432,0.000,31
34,12776.000,1086315.947,419.647,133.776,130.528,124.647,0.982,0.955,0.912,420.000,1628.000,0.389,2.000,30
35,12228.000,1017177.969,406.676,129.769,126.671,122.953,0.985,0.970,0.929,428.000,2118.000,0.419,0.000,32
36,12056.000,995792.060,407.446,132.740,131.976,116.964,0.986,0.881,0.913,476.000,1826.000,0.220,60.959,29
37,13076.000,1124802.229,422.475,133.881,130.257,127.839,0.984,0.981,0.921,496.000,1130.000,0.388,2.000,33
38,10996.000,867392.968,387.161,123.434,119.699,117.006,0.983,0.977,0.922,514.000,562.000,0.401,2.000,34
39,10436.000,801982.526,385.304,128.655,126.563,106.340,0.980,0.830,0.883,538.000,1422.000,0.101,148.661,35
40,12624.000,1066987.371,415.647,130.614,127.942,125.667,0.984,0.982,0.918,552.000,2518.000,0.429,0.000,36
42,12584.000,1061920.157,414.475,130.614,127.453,125.733,0.984,0.986,0.921,566.000,932.000,0.406,0.000,39
43,10008.000,753155.662,370.475,121.078,119.963,106.949,0.982,0.885,0.916,618.000,750.000,0.224,55.606,41
44,11644.000,945185.598,401.990,134.462,132.860,112.106,0.985,0.840,0.905,620.000,2754.000,0.158,103.942,43
