sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
19,12908.000,1103194.874,422.475,132.257,128.740,127.704,0.980,0.992,0.909,68.000,760.000,1,[18],8948.000,636726.263,348.534,110.073,107.083,106.394,0.982,0.994,0.926,0.693,2.000
20,12760.000,1084275.917,421.304,131.240,128.388,126.652,0.978,0.986,0.903,80.000,2802.000,1,[19],9384.000,683826.299,358.191,112.178,109.739,108.880,0.980,0.992,0.919,0.735,2.000
21,12616.000,1065973.285,420.132,131.469,126.966,126.564,0.978,0.996,0.898,84.000,142.000,1,[21],8964.000,638434.830,348.049,109.636,106.980,106.690,0.983,0.997,0.930,0.711,0.000
22,12088.000,999759.356,405.505,129.692,126.912,121.313,0.984,0.956,0.924,80.000,270.000,1,[20],8732.000,613810.610,344.049,109.636,106.542,104.351,0.981,0.979,0.927,0.722,0.000
23,12476.000,1048278.912,411.647,131.103,127.367,124.783,0.982,0.979,0.925,88.000,2348.000,1,[22],8844.000,625657.855,346.191,110.073,106.811,105.445,0.982,0.987,0.927,0.709,0.000
24,12964.000,1110381.798,421.789,132.439,128.956,128.012,0.983,0.993,0.916,96.000,2116.000,1,[23],9008.000,643141.252,346.877,110.454,107.716,106.475,0.985,0.989,0.941,0.695,0.000
25,12632.000,1068001.778,417.304,131.027,127.694,125.975,0.981,0.986,0.912,104.000,1982.000,1,[25],8940.000,635872.552,348.534,110.073,107.032,106.353,0.979,0.994,0.925,0.708,0.000
26,12956.000,1109354.142,420.818,132.620,129.299,127.624,0.983,0.987,0.919,106.000,1166.000,1,[24],9192.000,662947.022,353.706,111.803,108.754,107.619,0.980,0.990,0.923,0.709,0.000
27,12636.000,1068509.102,418.475,131.103,127.007,126.708,0.983,0.997,0.907,112.000,2506.000,1,[26],9048.000,647429.804,349.706,110.635,107.780,106.890,0.983,0.992,0.930,0.716,0.000
28,12988.000,1113466.666,420.818,132.484,129.028,128.176,0.984,0.993,0.922,148.000,864.000,1,[28],9040.000,646571.334,349.706,110.309,107.552,107.017,0.983,0.995,0.929,0.696,0.000
29,12868.000,1098070.890,417.990,132.484,128.755,127.280,0.985,0.988,0.926,148.000,1724.000,1,[29],9044.000,647000.522,348.049,110.309,107.445,107.174,0.986,0.997,0.938,0.703,0.000
30,12584.000,1061920.157,417.304,131.605,127.053,126.150,0.981,0.993,0.908,146.000,1858.000,1,[27],9272.000,671620.486,353.706,111.893,108.735,108.570,0.983,0.998,0.931,0.737,0.000
31,12060.000,996287.685,404.818,127.264,124.186,123.656,0.985,0.996,0.925,148.000,2628.000,1,[30],8844.000,625657.855,346.877,109.563,106.587,105.652,0.980,0.991,0.924,0.733,0.000
32,12896.000,1101656.844,420.132,132.620,129.050,127.251,0.983,0.986,0.918,158.000,1400.000,1,[31],9144.000,657761.010,352.049,111.086,108.300,107.511,0.982,0.993,0.927,0.709,0.000
33,12716.000,1078672.431,415.647,131.042,128.060,126.453,0.985,0.987,0.925,164.000,366.000,1,[33],9064.000,649147.884,350.191,110.454,107.850,107.008,0.982,0.992,0.929,0.713,0.000
34,12316.000,1028178.032,409.990,129.244,126.064,124.399,0.983,0.987,0.921,162.000,2244.000,1,[32],9000.000,642284.682,346.877,110.725,107.961,106.141,0.985,0.983,0.940,0.731,0.000
35,12184.000,1011692.745,406.475,128.655,125.195,123.930,0.984,0.990,0.927,164.000,494.000,1,[34],8904.000,632035.580,346.877,110.309,107.297,105.658,0.982,0.985,0.930,0.731,0.000
36,12988.000,1113466.666,420.333,132.801,129.471,127.744,0.984,0.987,0.924,172.000,1002.000,1,[36],9152.000,658624.402,350.877,112.161,108.868,107.037,0.983,0.983,0.934,0.705,0.000
37,10996.000,867392.968,389.505,122.703,118.670,118.011,0.980,0.994,0.911,168.000,1558.000,1,[35],7884.000,526603.479,325.907,103.788,100.915,99.488,0.982,0.986,0.933,0.717,0.000
38,12756.000,1083766.110,422.475,133.207,128.482,126.488,0.978,0.984,0.898,180.000,1274.000,1,[38],9200.000,663812.676,353.706,111.803,109.093,107.380,0.982,0.984,0.924,0.721,2.828
41,12368.000,1034696.584,411.647,129.692,125.950,125.046,0.983,0.993,0.917,200.000,624.000,1,[40],9040.000,646571.334,348.049,110.454,107.654,106.922,0.986,0.993,0.938,0.731,0.000
42,12792.000,1088357.254,421.304,131.529,128.457,126.848,0.980,0.987,0.906,206.000,2778.000,1,[41],9356.000,680767.979,354.877,112.161,109.521,108.771,0.984,0.993,0.934,0.731,0.000
43,12484.000,1049287.358,416.132,130.246,126.516,125.671,0.981,0.993,0.906,210.000,2376.000,1,[42],8832.000,624384.899,345.706,109.636,106.620,105.471,0.981,0.989,0.929,0.707,2.000
