cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
15,8620.000,602039.102,340.049,110.309,107.325,102.264,0.985,0.953,0.937,72.000,1372.000,0.500,16.125,18
16,8784.000,619301.727,345.706,109.563,105.967,105.556,0.981,0.996,0.924,76.000,218.000,0.551,2.828,16
18,8248.000,563490.734,333.220,108.462,106.122,99.005,0.984,0.932,0.933,112.000,876.000,0.548,2.828,19
19,8172.000,555720.397,333.220,105.262,102.468,101.554,0.980,0.991,0.925,116.000,716.000,0.670,0.000,20
20,8336.000,572532.783,335.563,107.703,104.866,101.242,0.982,0.965,0.930,132.000,2128.000,0.644,2.000,22
21,8988.000,641000.541,347.362,111.086,107.910,106.076,0.984,0.983,0.936,132.000,2430.000,0.590,0.000,21
22,8424.000,581622.686,339.362,108.259,104.824,102.341,0.979,0.976,0.919,138.000,578.000,0.634,0.000,23
23,8700.000,610439.572,345.220,112.161,109.460,101.310,0.979,0.925,0.917,140.000,1014.000,0.575,0.000,24
25,8064.000,544740.392,329.907,108.683,107.428,95.713,0.983,0.890,0.931,154.000,328.000,0.215,96.768,26
26,8884.000,629907.276,348.534,110.073,107.229,105.525,0.979,0.984,0.919,156.000,1788.000,0.614,0.000,25
27,8716.000,612124.317,343.362,110.923,109.116,102.079,0.984,0.932,0.929,164.000,432.000,0.232,23.324,26
28,8992.000,641428.493,348.534,111.086,107.752,106.293,0.984,0.986,0.930,174.000,2740.000,0.615,0.000,27
29,8440.000,583280.517,337.907,107.703,104.100,103.297,0.983,0.992,0.929,200.000,1206.000,0.637,0.000,29
31,9140.000,657329.456,352.534,111.086,108.093,107.697,0.982,0.996,0.924,210.000,1394.000,0.599,0.000,30
32,8500.000,589511.374,340.049,107.703,104.726,103.368,0.982,0.987,0.924,222.000,2534.000,0.627,2.000,31
33,8260.000,564720.913,336.049,105.849,102.953,102.170,0.980,0.992,0.919,238.000,762.000,0.642,0.000,32
34,6860.000,427415.211,306.392,99.298,96.436,90.772,0.978,0.939,0.918,244.000,504.000,0.183,103.228,26
35,8776.000,618455.879,345.706,110.309,107.542,103.943,0.979,0.966,0.923,250.000,2046.000,0.576,2.000,34
36,8700.000,610439.572,341.220,109.636,107.074,103.459,0.985,0.966,0.939,250.000,1890.000,0.615,2.000,33
37,8540.000,593677.523,341.706,110.941,107.761,100.929,0.981,0.936,0.919,254.000,1088.000,0.667,2.000,36
39,8704.000,610860.613,344.534,109.636,106.610,103.968,0.980,0.975,0.921,272.000,2318.000,0.646,0.000,37
