cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
8,15592.000,1464591.602,461.103,144.402,141.750,140.054,0.986,0.988,0.922,152.000,3020.000,0.297,2.000,13
11,17548.000,1748659.449,490.558,155.756,153.002,146.066,0.985,0.954,0.916,264.000,1296.000,0.192,78.816,14
12,15052.000,1389169.101,456.617,144.139,139.656,137.324,0.982,0.983,0.907,276.000,3652.000,0.167,70.767,15
13,16460.000,1588578.010,473.103,148.432,145.201,144.338,0.986,0.994,0.924,296.000,1556.000,0.296,2.000,16
14,16032.000,1527022.220,467.931,146.820,144.271,141.489,0.985,0.981,0.920,336.000,3282.000,0.264,2.828,17
15,16216.000,1553386.061,471.931,146.820,143.789,143.594,0.985,0.999,0.915,344.000,2286.000,0.266,2.828,18
16,16852.000,1645663.269,478.759,150.360,147.346,145.627,0.987,0.988,0.924,356.000,2840.000,0.309,4.000,19
17,15792.000,1492861.449,463.931,145.231,142.427,141.181,0.986,0.991,0.922,366.000,2562.000,0.290,2.000,20
18,15968.000,1517887.506,474.558,154.052,152.903,133.223,0.980,0.870,0.891,378.000,3558.000,0.177,67.941,15
19,16660.000,1617619.211,479.730,151.288,149.012,142.415,0.983,0.955,0.910,386.000,1208.000,0.182,71.610,14
20,15000.000,1381976.598,451.446,141.873,139.013,137.386,0.986,0.988,0.925,390.000,396.000,0.318,2.000,21
21,15796.000,1493428.682,466.274,144.997,142.131,141.507,0.983,0.996,0.913,436.000,2020.000,0.295,0.000,22
23,17048.000,1674456.830,484.416,150.373,147.564,147.104,0.984,0.997,0.913,524.000,1738.000,0.286,2.828,24
24,17104.000,1682714.093,484.416,151.327,148.525,146.628,0.985,0.987,0.916,536.000,3068.000,0.273,2.828,25
25,16484.000,1592053.688,474.759,148.930,146.038,143.721,0.985,0.984,0.919,604.000,3712.000,0.304,4.472,26
26,15964.000,1517317.193,467.446,146.820,143.520,141.637,0.984,0.987,0.918,636.000,3332.000,0.281,6.000,27
27,17368.000,1721823.044,488.416,152.237,149.284,148.132,0.985,0.992,0.915,656.000,2796.000,0.267,2.000,28
28,15900.000,1508201.911,465.103,145.561,142.436,142.130,0.986,0.998,0.924,664.000,2210.000,0.272,4.472,29
29,15272.000,1419736.257,457.103,143.388,140.399,138.507,0.985,0.986,0.918,668.000,720.000,0.289,0.000,30
30,16184.000,1548790.246,470.274,146.997,143.671,143.429,0.985,0.998,0.920,714.000,1522.000,0.281,2.000,31
31,16856.000,1646249.227,481.588,149.933,147.176,145.827,0.985,0.991,0.913,734.000,2510.000,0.273,2.000,32
32,16556.000,1602495.899,476.416,148.432,145.224,145.156,0.985,1.000,0.917,816.000,1966.000,0.281,2.000,33
33,15148.000,1402480.220,455.446,142.394,139.480,138.295,0.984,0.991,0.918,830.000,3548.000,0.255,2.000,34
35,17200.000,1696900.863,483.931,151.855,148.716,147.261,0.987,0.990,0.923,910.000,3158.000,0.278,2.000,36
36,16468.000,1589736.288,473.103,148.432,145.383,144.222,0.986,0.992,0.925,942.000,2812.000,0.284,2.828,37
37,16812.000,1639807.515,478.759,149.693,146.684,145.937,0.986,0.995,0.922,1000.000,1548.000,0.269,2.000,38
38,19160.000,1995065.035,512.902,159.411,156.476,155.910,0.986,0.996,0.915,1050.000,2142.000,0.305,2.000,39
39,16084.000,1534457.615,469.103,147.078,143.913,142.304,0.984,0.989,0.918,1064.000,3396.000,0.288,2.000,40
40,16608.000,1610051.636,475.931,148.647,145.700,145.138,0.987,0.996,0.921,1066.000,2562.000,0.286,2.000,41
41,16344.000,1571814.644,471.931,148.647,145.121,143.400,0.986,0.988,0.922,1072.000,3700.000,0.297,4.000,42
42,16984.000,1665036.552,481.588,150.373,147.329,146.779,0.985,0.996,0.920,1110.000,1864.000,0.274,2.828,43
43,17076.000,1678583.769,481.588,151.010,147.907,146.996,0.988,0.994,0.925,1146.000,3002.000,0.289,0.000,44
45,16052.000,1529880.563,469.103,146.492,143.484,142.442,0.984,0.993,0.917,1286.000,2754.000,0.277,4.472,46
46,16128.000,1540758.500,470.759,146.820,143.802,142.803,0.984,0.993,0.915,1288.000,2368.000,0.292,2.000,47
47,16736.000,1628700.768,477.588,149.933,147.166,144.795,0.986,0.984,0.922,1320.000,3550.000,0.288,4.472,48
48,17048.000,1674456.830,482.759,150.864,148.130,146.536,0.986,0.989,0.919,1326.000,3256.000,0.276,6.325,49
49,17672.000,1767227.067,491.245,153.388,150.590,149.418,0.986,0.992,0.920,1348.000,1378.000,0.306,2.828,50
50,16232.000,1555685.670,471.931,147.526,144.143,143.384,0.984,0.995,0.916,1352.000,826.000,0.281,2.828,51
51,15072.000,1391938.760,454.274,142.394,139.258,137.806,0.984,0.990,0.918,1364.000,1738.000,0.269,0.000,52
52,26432.000,3232651.137,603.813,187.115,184.247,182.663,0.987,0.991,0.911,1392.000,2072.000,0.332,2.000,53
53,17432.000,1731349.023,488.416,152.315,149.452,148.513,0.986,0.994,0.918,1444.000,2992.000,0.302,2.000,55
55,17108.000,1683304.416,481.588,151.010,148.169,147.008,0.987,0.992,0.927,1464.000,1122.000,0.293,2.828,56
56,16372.000,1575855.545,473.103,147.959,145.226,143.543,0.985,0.988,0.919,1524.000,2586.000,0.303,0.000,57
57,15152.000,1403035.768,452.617,142.352,139.038,138.757,0.986,0.998,0.929,1588.000,2314.000,0.256,4.472,58
58,17048.000,1674456.830,481.103,150.864,147.803,146.861,0.987,0.994,0.926,1608.000,3304.000,0.286,2.000,59
59,17132.000,1686847.799,482.759,151.010,148.273,147.113,0.987,0.992,0.924,1624.000,894.000,0.302,2.828,60
60,18164.000,1841539.506,498.073,155.332,152.401,151.752,0.987,0.996,0.920,1640.000,1888.000,0.282,2.828,61
61,16796.000,1637467.161,477.588,150.479,147.036,145.448,0.987,0.989,0.925,1672.000,3604.000,0.266,2.000,62
62,17936.000,1806975.204,495.245,154.738,151.625,150.615,0.986,0.993,0.919,1680.000,1376.000,0.296,2.828,63
64,17036.000,1672689.179,481.588,150.864,147.583,146.976,0.986,0.996,0.923,1788.000,3074.000,0.276,2.000,65
65,15704.000,1480400.524,463.931,145.134,142.035,140.778,0.984,0.991,0.917,1796.000,1116.000,0.271,2.828,66
66,17364.000,1721228.252,485.588,152.315,149.026,148.351,0.987,0.995,0.925,1804.000,2584.000,0.273,2.000,67
67,15900.000,1508201.911,466.274,145.231,142.464,142.108,0.985,0.997,0.919,1896.000,2022.000,0.278,2.000,68
68,16144.000,1543051.864,469.103,147.078,143.939,142.807,0.986,0.992,0.922,1922.000,3718.000,0.309,2.000,70
69,17344.000,1718255.321,485.588,152.315,149.045,148.166,0.987,0.994,0.924,1922.000,2312.000,0.286,0.000,69
70,16260.000,1559712.713,469.103,147.092,144.243,143.530,0.988,0.995,0.929,1952.000,892.000,0.310,2.000,71
71,16912.000,1654459.937,482.073,156.064,154.599,139.441,0.986,0.901,0.914,1990.000,1596.000,0.174,72.719,72
72,18788.000,1937245.352,507.730,158.152,155.479,153.862,0.986,0.990,0.916,2002.000,3344.000,0.275,2.000,73
74,16372.000,1575855.545,471.931,147.851,144.497,144.266,0.987,0.998,0.924,2032.000,1258.000,0.292,0.000,75
75,16484.000,1592053.688,475.931,148.930,145.822,143.937,0.983,0.987,0.915,2074.000,3070.000,0.327,4.472,76
76,16532.000,1599012.634,474.759,148.499,145.415,144.753,0.986,0.995,0.922,2078.000,2792.000,0.305,2.000,77
77,16056.000,1530452.445,467.931,146.492,143.640,142.324,0.986,0.991,0.921,2116.000,1518.000,0.165,75.472,72
78,16984.000,1665036.552,482.759,150.306,147.401,146.715,0.986,0.995,0.916,2158.000,1826.000,0.315,2.000,78
79,17208.000,1698084.885,485.588,152.591,149.510,146.554,0.985,0.980,0.917,2180.000,3620.000,0.277,4.000,79
80,16936.000,1657982.979,481.588,150.572,147.585,146.112,0.986,0.990,0.918,2202.000,2180.000,0.281,2.000,80
81,19572.000,2059759.957,517.387,161.245,158.251,157.472,0.986,0.995,0.919,2268.000,2474.000,0.249,10.770,81
83,15940.000,1513896.817,466.274,146.014,142.750,142.176,0.986,0.996,0.921,2296.000,3346.000,0.268,2.000,82
84,16444.000,1586262.299,473.588,148.189,145.464,143.933,0.987,0.989,0.921,2362.000,1630.000,0.171,76.420,84
85,17792.000,1785257.865,495.245,153.935,151.144,149.885,0.984,0.992,0.912,2366.000,3064.000,0.281,4.472,85
86,16728.000,1627533.101,479.245,149.693,146.140,145.760,0.984,0.997,0.915,2398.000,2780.000,0.155,79.850,86
87,16504.000,1594952.019,473.103,148.647,145.398,144.526,0.987,0.994,0.927,2426.000,1116.000,0.314,2.000,88
88,17516.000,1743878.426,488.416,153.375,150.113,148.568,0.986,0.990,0.923,2428.000,1926.000,0.275,4.000,87
89,16640.000,1614707.205,484.416,154.260,151.859,139.581,0.982,0.919,0.891,2468.000,3620.000,0.189,66.483,90
90,16392.000,1578744.019,473.103,147.959,145.003,143.937,0.985,0.993,0.920,2476.000,2256.000,0.272,2.000,89
91,15112.000,1397483.592,458.274,143.736,138.970,138.496,0.981,0.996,0.904,2516.000,3752.000,0.172,74.000,90
92,16004.000,1523023.535,466.960,149.466,147.546,138.166,0.986,0.936,0.922,2514.000,1614.000,0.166,76.420,84
93,18160.000,1840931.235,500.902,158.619,156.399,147.914,0.985,0.945,0.910,2540.000,2718.000,0.168,75.153,86
94,16540.000,1600173.442,476.416,148.499,145.449,144.791,0.985,0.995,0.916,2570.000,1344.000,0.294,0.000,91
95,17516.000,1743878.426,487.245,153.114,150.187,148.500,0.988,0.989,0.927,2622.000,3344.000,0.282,4.000,93
96,16056.000,1530452.445,468.416,146.492,143.747,142.219,0.985,0.989,0.920,2666.000,3080.000,0.380,2.000,94
97,16288.000,1563743.226,471.931,147.146,144.300,143.722,0.985,0.996,0.919,2682.000,1052.000,0.294,4.472,95
99,17068.000,1677404.298,482.759,150.864,147.875,146.962,0.986,0.994,0.920,2798.000,2042.000,0.300,2.828,97
100,17412.000,1728370.273,486.759,152.315,149.157,148.633,0.987,0.996,0.923,2818.000,1604.000,0.273,2.000,99
