cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
9,17488.000,1739698.613,491.245,152.315,149.450,148.996,0.983,0.997,0.911,196.000,1754.000,0.298,2.828,12
11,16100.000,1536747.850,469.588,147.959,144.505,141.888,0.985,0.982,0.917,224.000,2448.000,0.263,2.828,14
12,16848.000,1645077.381,480.416,151.182,147.767,145.191,0.985,0.982,0.917,254.000,594.000,0.285,2.000,15
13,16860.000,1646835.255,480.416,149.933,146.925,146.116,0.985,0.994,0.918,330.000,1266.000,0.286,2.000,16
14,17700.000,1771428.794,491.245,154.156,150.263,150.008,0.987,0.998,0.922,354.000,2100.000,0.280,4.472,17
15,15948.000,1515036.656,467.931,147.526,143.362,141.678,0.984,0.988,0.915,366.000,984.000,0.289,6.325,18
16,17088.000,1680353.494,483.931,151.182,148.626,146.390,0.986,0.985,0.917,382.000,172.000,0.287,4.000,19
17,18020.000,1819684.016,496.416,155.795,152.998,149.991,0.986,0.980,0.919,422.000,3428.000,0.282,5.657,21
18,19136.000,1991317.653,512.902,161.059,157.554,154.705,0.986,0.982,0.914,424.000,2698.000,0.278,2.828,20
19,18076.000,1828173.036,498.073,155.859,152.573,150.851,0.986,0.989,0.916,474.000,3006.000,0.288,4.000,22
20,17096.000,1681533.655,481.588,151.288,147.776,147.302,0.988,0.997,0.926,480.000,1706.000,0.298,4.472,23
21,16384.000,1577588.418,472.416,149.466,145.709,143.218,0.987,0.983,0.923,488.000,434.000,0.283,4.472,24
22,16100.000,1536747.850,470.960,153.075,146.444,140.191,0.986,0.956,0.912,534.000,3782.000,0.280,7.211,25
23,16040.000,1528165.343,467.931,146.328,143.591,142.236,0.986,0.991,0.921,582.000,2282.000,0.294,2.828,26
24,18896.000,1953973.280,508.902,158.808,155.941,154.291,0.986,0.989,0.917,626.000,2004.000,0.303,4.000,27
26,15296.000,1423084.252,458.274,143.178,140.099,139.017,0.984,0.992,0.915,656.000,3210.000,0.297,5.657,30
27,16040.000,1528165.343,474.073,154.052,152.448,134.215,0.979,0.879,0.897,670.000,1394.000,0.174,69.426,31
28,17840.000,1792487.250,495.245,154.945,152.227,149.224,0.985,0.980,0.914,672.000,726.000,0.288,2.000,29
29,16992.000,1666213.118,481.588,150.479,147.220,146.960,0.987,0.998,0.921,710.000,3474.000,0.308,2.828,32
30,17776.000,1782850.235,493.588,156.000,152.797,148.287,0.985,0.969,0.917,718.000,258.000,0.282,10.000,33
31,18268.000,1857378.032,499.245,155.769,152.581,152.442,0.987,0.999,0.921,728.000,2740.000,0.272,4.000,34
32,17772.000,1782248.497,490.073,155.242,150.979,149.922,0.988,0.993,0.930,762.000,1292.000,0.193,67.941,31
33,18052.000,1824533.272,495.730,155.332,151.970,151.249,0.987,0.995,0.923,768.000,1660.000,0.267,4.472,35
34,16512.000,1596111.844,473.588,148.647,145.335,144.658,0.987,0.995,0.925,818.000,2458.000,0.290,2.000,36
35,16604.000,1609470.005,476.416,149.466,146.243,144.572,0.986,0.988,0.919,886.000,1054.000,0.274,4.000,37
36,19588.000,2062286.236,518.558,161.245,158.048,157.806,0.986,0.998,0.915,928.000,1922.000,0.284,2.000,38
38,16916.000,1655046.937,478.759,150.479,147.217,146.301,0.987,0.994,0.927,936.000,3636.000,0.287,2.828,39
39,16892.000,1651525.978,481.588,150.625,147.976,145.384,0.985,0.982,0.915,998.000,2214.000,0.273,2.828,41
40,17012.000,1669155.744,481.588,151.182,147.468,146.891,0.986,0.996,0.922,1004.000,2940.000,0.292,6.000,43
41,16056.000,1530452.445,467.931,147.648,144.677,141.311,0.986,0.977,0.921,1004.000,356.000,0.265,2.828,42
42,18388.000,1875709.348,502.073,156.780,153.620,152.466,0.986,0.992,0.917,1016.000,1396.000,0.282,4.472,44
43,18100.000,1831815.218,496.902,155.756,152.456,151.171,0.987,0.992,0.921,1022.000,670.000,0.291,6.000,45
44,17084.000,1679763.516,485.588,151.605,149.335,145.758,0.983,0.975,0.910,1100.000,1680.000,0.261,0.000,46
45,19056.000,1978843.353,510.558,159.411,156.315,155.219,0.987,0.993,0.919,1104.000,3204.000,0.307,5.657,47
47,15932.000,1512757.263,466.274,146.014,142.952,141.903,0.986,0.993,0.921,1118.000,2470.000,0.297,2.000,49
48,16376.000,1576433.099,473.588,147.648,144.722,144.076,0.985,0.996,0.918,1152.000,1152.000,0.288,4.472,50
49,17416.000,1728965.886,487.245,152.971,149.875,147.954,0.986,0.987,0.922,1170.000,3476.000,0.310,4.000,51
50,16308.000,1566624.285,473.103,147.648,144.817,143.383,0.984,0.990,0.916,1210.000,1988.000,0.301,4.000,52
