sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
12,58760.000,10714859.507,904.264,282.312,275.577,271.630,0.991,0.985,0.903,198.000,1752.000,1,[9],17488.000,1739698.613,491.245,152.315,149.450,148.996,0.983,0.997,0.911,0.298,2.828
14,61132.000,11370163.425,922.891,286.775,282.431,275.716,0.990,0.976,0.902,222.000,2450.000,1,[11],16100.000,1536747.850,469.588,147.959,144.505,141.888,0.985,0.982,0.917,0.263,2.828
15,59152.000,10822259.667,908.063,280.492,276.217,272.808,0.990,0.987,0.901,256.000,594.000,1,[12],16848.000,1645077.381,480.416,151.182,147.767,145.191,0.985,0.982,0.917,0.285,2.000
16,58904.000,10754271.131,905.720,282.482,276.872,270.979,0.990,0.978,0.902,332.000,1266.000,1,[13],16860.000,1646835.255,480.416,149.933,146.925,146.116,0.985,0.994,0.918,0.286,2.000
17,63188.000,11948564.010,941.519,290.269,285.124,282.267,0.989,0.990,0.896,358.000,2102.000,1,[14],17700.000,1771428.794,491.245,154.156,150.263,150.008,0.987,0.998,0.922,0.280,4.472
18,55256.000,9770863.918,874.891,271.662,267.897,262.695,0.991,0.980,0.907,372.000,986.000,1,[15],15948.000,1515036.656,467.931,147.526,143.362,141.678,0.984,0.988,0.915,0.289,6.325
19,59552.000,10932219.109,910.891,286.782,281.587,269.504,0.989,0.956,0.902,386.000,172.000,1,[16],17088.000,1680353.494,483.931,151.182,148.626,146.390,0.986,0.985,0.917,0.287,4.000
20,68776.000,13568104.220,979.176,307.766,300.730,291.479,0.991,0.968,0.901,426.000,2700.000,1,[18],19136.000,1991317.653,512.902,161.059,157.554,154.705,0.986,0.982,0.914,0.278,2.828
21,63788.000,12119153.287,946.690,297.523,289.034,281.425,0.989,0.972,0.894,426.000,3424.000,1,[17],18020.000,1819684.016,496.416,155.795,152.998,149.991,0.986,0.980,0.919,0.282,5.657
22,62788.000,11835286.478,930.891,291.204,285.608,280.081,0.991,0.980,0.911,474.000,3002.000,1,[19],18076.000,1828173.036,498.073,155.859,152.573,150.851,0.986,0.989,0.916,0.288,4.000
23,57284.000,10313683.606,894.205,277.308,271.942,268.410,0.989,0.986,0.900,476.000,1704.000,1,[20],17096.000,1681533.655,481.588,151.288,147.776,147.302,0.988,0.997,0.926,0.298,4.472
24,57848.000,10466375.772,905.235,281.603,272.526,270.599,0.989,0.992,0.887,490.000,438.000,1,[21],16384.000,1577588.418,472.416,149.466,145.709,143.218,0.987,0.983,0.923,0.283,4.472
