cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
5,13524.000,1183100.243,431.161,142.042,141.026,122.356,0.985,0.866,0.914,250.000,2634.000,0.216,72.250,5
6,15368.000,1433143.994,463.647,151.855,151.871,129.573,0.983,0.848,0.898,288.000,2918.000,0.211,63.151,6
7,15280.000,1420851.963,456.617,144.554,142.432,136.646,0.985,0.959,0.921,310.000,3050.000,0.210,70.711,6
8,13904.000,1233313.368,434.960,136.308,133.581,132.531,0.985,0.992,0.924,384.000,2646.000,0.222,62.290,5
9,16928.000,1656808.354,481.588,150.306,147.173,146.454,0.986,0.995,0.917,450.000,3248.000,0.394,4.472,7
10,15592.000,1464591.602,461.103,144.471,141.687,140.119,0.986,0.989,0.922,542.000,2978.000,0.386,0.000,8
11,16608.000,1610051.636,477.103,149.412,145.783,145.068,0.985,0.995,0.917,576.000,2516.000,0.391,2.000,9
13,17964.000,1811208.175,495.245,154.829,151.911,150.574,0.987,0.991,0.920,818.000,2890.000,0.392,2.000,11
14,15200.000,1409708.058,457.789,146.711,141.317,137.050,0.982,0.969,0.911,834.000,638.000,0.397,2.000,12
15,24776.000,2933665.468,584.299,183.848,181.176,174.230,0.986,0.961,0.912,854.000,1610.000,0.284,58.138,13
16,17140.000,1688029.479,485.588,151.327,148.398,147.063,0.985,0.991,0.913,908.000,2664.000,0.394,0.000,14
17,13348.000,1160080.421,426.475,134.462,131.115,129.626,0.983,0.989,0.922,910.000,1368.000,0.397,2.828,15
18,15836.000,1499104.956,463.931,145.890,142.311,141.707,0.987,0.996,0.925,924.000,1952.000,0.406,2.828,16
20,14172.000,1269142.874,439.931,142.618,141.526,127.609,0.985,0.901,0.920,972.000,1712.000,0.162,97.837,13
21,13344.000,1159558.998,426.475,135.484,132.407,128.332,0.984,0.969,0.922,1006.000,3040.000,0.403,4.000,18
22,16196.000,1550513.145,470.759,148.647,146.118,141.158,0.985,0.966,0.918,1146.000,3820.000,0.376,0.000,19
23,15144.000,1401924.746,456.132,143.388,141.391,136.559,0.984,0.965,0.915,1200.000,1682.000,0.376,2.000,20
25,16300.000,1565471.649,470.274,147.648,144.630,143.497,0.988,0.992,0.926,1356.000,1110.000,0.375,2.828,22
26,15648.000,1472488.991,463.931,145.231,142.040,140.285,0.984,0.988,0.914,1360.000,506.000,0.390,2.000,23
27,15832.000,1498537.005,466.274,145.836,142.460,141.502,0.984,0.993,0.915,1400.000,254.000,0.383,2.000,25
28,29900.000,3889292.291,640.784,199.279,196.053,194.185,0.989,0.990,0.915,1428.000,3740.000,0.441,2.000,24
29,16828.000,1642148.981,479.446,150.360,147.040,145.733,0.986,0.991,0.920,1458.000,1564.000,0.403,2.000,26
30,16236.000,1556260.749,469.103,147.146,144.054,143.512,0.987,0.996,0.927,1476.000,1324.000,0.393,0.000,27
31,15016.000,1384188.350,452.617,142.127,138.962,137.593,0.985,0.990,0.921,1564.000,664.000,0.367,2.828,28
32,17504.000,1742086.668,489.588,152.643,149.696,148.879,0.985,0.995,0.918,1588.000,1794.000,0.399,0.000,29
33,15904.000,1508771.080,467.931,145.671,142.501,142.107,0.984,0.997,0.913,1630.000,936.000,0.387,2.000,31
34,16532.000,1599012.634,475.931,148.661,145.964,144.215,0.985,0.988,0.917,1662.000,1176.000,0.395,2.000,33
35,15952.000,1515606.683,467.931,147.078,143.733,141.323,0.983,0.983,0.916,1676.000,3644.000,0.411,2.000,34
36,16144.000,1543051.864,469.103,146.711,143.675,143.070,0.986,0.996,0.922,1710.000,1546.000,0.403,2.000,35
37,14648.000,1333617.535,444.132,140.656,137.634,135.510,0.988,0.985,0.933,1718.000,278.000,0.375,2.828,36
38,15816.000,1496265.922,463.446,146.014,142.761,141.062,0.986,0.988,0.925,1782.000,3426.000,0.401,2.828,37
39,15884.000,1505925.953,466.759,147.648,144.732,139.770,0.985,0.965,0.916,1796.000,560.000,0.212,69.426,38
40,18040.000,1822714.297,496.416,155.332,152.230,150.885,0.986,0.991,0.920,1842.000,806.000,0.383,0.000,39
41,15532.000,1456145.837,459.446,144.180,141.080,140.183,0.987,0.994,0.925,1844.000,1326.000,0.399,2.000,40
42,12660.000,1071554.733,413.990,130.507,127.394,126.535,0.986,0.993,0.928,1890.000,1722.000,0.395,0.000,42
43,17260.000,1705787.735,485.588,152.315,148.913,147.580,0.985,0.991,0.920,1900.000,1072.000,0.399,2.828,41
44,15284.000,1421409.926,458.073,149.586,149.190,130.770,0.986,0.874,0.915,1902.000,466.000,0.204,72.250,38
45,14628.000,1330887.137,448.617,140.528,137.321,135.644,0.983,0.988,0.913,1902.000,3628.000,0.395,2.828,43
48,13880.000,1230121.473,433.304,137.084,133.693,132.190,0.986,0.989,0.929,1998.000,2272.000,0.397,2.000,47
49,17236.000,1702231.129,485.588,152.118,148.767,147.520,0.985,0.992,0.919,2000.000,3152.000,0.398,2.000,46
50,16104.000,1537320.587,469.103,146.479,143.629,142.764,0.987,0.994,0.920,2078.000,1244.000,0.382,2.000,48
51,13496.000,1179427.921,429.304,138.159,135.834,126.596,0.985,0.931,0.920,2110.000,834.000,0.214,70.937,49
52,16944.000,1659157.881,479.931,150.360,147.088,146.681,0.987,0.997,0.924,2122.000,568.000,0.392,0.000,50
53,16664.000,1618201.821,477.103,150.479,146.887,144.479,0.986,0.983,0.920,2130.000,3354.000,0.403,2.000,51
54,15108.000,1396928.779,453.103,142.773,139.943,137.457,0.986,0.982,0.925,2150.000,3586.000,0.392,2.000,52
55,16120.000,1539612.245,469.103,147.092,144.470,142.074,0.986,0.983,0.921,2160.000,1534.000,0.388,2.000,53
56,15212.000,1411377.778,455.245,145.134,141.536,137.106,0.985,0.967,0.922,2174.000,314.000,0.358,2.828,54
57,16268.000,1560863.934,471.931,147.078,144.195,143.651,0.985,0.996,0.918,2198.000,2378.000,0.394,0.000,55
59,17120.000,1685075.797,482.759,151.539,148.987,146.312,0.987,0.982,0.923,2226.000,3822.000,0.390,2.000,57
60,14148.000,1265920.337,438.960,137.884,134.375,134.062,0.985,0.998,0.923,2240.000,782.000,0.224,69.080,49
61,16232.000,1555685.670,470.759,147.146,144.205,143.326,0.986,0.994,0.920,2274.000,1018.000,0.390,2.000,59
