sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
4,8300.000,568827.964,370.274,140.684,121.060,89.751,0.962,0.721,0.761,170.000,248.000,0,[],,,,,,,,,,,
5,62748.000,11823978.520,962.808,349.314,353.993,226.096,0.991,0.638,0.851,322.000,2640.000,2,"[5, 8]",13714.000,1208206.805,433.061,139.175,137.303,127.443,0.985,0.929,0.919,0.219,67.270
6,72908.000,14809028.796,1040.063,370.885,377.358,246.706,0.990,0.652,0.847,300.000,2980.000,2,"[6, 7]",15324.000,1426997.979,460.132,148.205,147.152,133.109,0.984,0.904,0.910,0.210,66.931
7,43012.000,6710397.639,771.495,239.140,234.588,233.475,0.989,0.995,0.908,448.000,3252.000,1,[9],16928.000,1656808.354,481.588,150.306,147.173,146.454,0.986,0.995,0.917,0.394,4.472
8,40400.000,6108517.859,747.210,231.948,228.665,225.021,0.989,0.984,0.909,542.000,2978.000,1,[10],15592.000,1464591.602,461.103,144.471,141.687,140.119,0.986,0.989,0.922,0.386,0.000
9,42480.000,6586285.651,763.980,239.098,234.204,231.019,0.990,0.986,0.915,574.000,2516.000,1,[11],16608.000,1610051.636,477.103,149.412,145.783,145.068,0.985,0.995,0.917,0.391,2.000
11,45776.000,7367507.064,795.980,250.008,244.630,238.321,0.990,0.974,0.908,816.000,2890.000,1,[13],17964.000,1811208.175,495.245,154.829,151.911,150.574,0.987,0.991,0.920,0.392,2.000
12,38264.000,5630530.976,726.725,226.530,222.955,218.572,0.989,0.980,0.910,836.000,638.000,1,[14],15200.000,1409708.058,457.789,146.711,141.317,137.050,0.982,0.969,0.911,0.397,2.000
13,87300.000,19403727.452,1138.053,406.684,411.652,271.008,0.991,0.656,0.847,898.000,1648.000,2,"[15, 20]",19474.000,2101404.171,512.115,163.233,161.351,150.920,0.986,0.931,0.916,0.223,77.987
14,43456.000,6814569.461,775.009,240.707,236.983,233.535,0.990,0.985,0.909,908.000,2664.000,1,[16],17140.000,1688029.479,485.588,151.327,148.398,147.063,0.985,0.991,0.913,0.394,0.000
