cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
14,17644.000,1763028.667,490.759,155.795,152.946,146.896,0.986,0.960,0.921,110.000,1998.000,0.594,0.000,14
15,17416.000,1728965.886,492.416,163.768,160.368,138.367,0.984,0.862,0.903,168.000,3002.000,0.609,0.000,15
16,17820.000,1789473.823,492.902,154.945,152.110,149.170,0.987,0.981,0.922,218.000,2702.000,0.598,2.000,16
17,17600.000,1756437.909,491.245,153.310,150.119,149.287,0.985,0.994,0.916,232.000,1732.000,0.541,2.000,17
18,18388.000,1875709.348,500.416,157.582,154.214,151.821,0.987,0.984,0.923,244.000,980.000,0.522,0.000,18
19,17616.000,1758833.596,489.588,154.829,151.558,148.000,0.987,0.976,0.924,250.000,3314.000,0.603,0.000,19
20,18120.000,1834852.214,495.931,157.582,154.301,149.535,0.988,0.969,0.926,274.000,2118.000,0.571,2.828,20
21,17548.000,1748659.449,491.245,154.156,151.032,147.945,0.985,0.979,0.914,282.000,1238.000,0.522,0.000,21
22,18152.000,1839714.895,499.245,154.984,152.119,151.949,0.986,0.999,0.915,296.000,3514.000,0.530,2.828,22
23,17956.000,1809998.418,495.730,154.777,151.834,150.588,0.987,0.992,0.918,302.000,1518.000,0.561,2.000,23
26,17480.000,1738504.995,487.931,152.971,149.245,149.132,0.986,0.999,0.923,350.000,2344.000,0.528,0.000,25
27,17444.000,1733137.093,487.931,154.156,150.429,147.676,0.986,0.982,0.921,350.000,2552.000,0.558,0.000,26
28,17328.000,1715878.210,485.588,153.935,150.334,146.804,0.987,0.976,0.923,348.000,3104.000,0.597,2.000,27
29,17588.000,1754641.859,489.103,153.844,150.465,148.836,0.987,0.989,0.924,368.000,2902.000,0.542,2.000,29
30,18000.000,1816655.416,494.759,156.205,153.417,149.392,0.988,0.974,0.924,416.000,252.000,0.560,0.000,30
31,17224.000,1700453.755,483.931,152.315,149.175,147.011,0.987,0.985,0.924,422.000,3732.000,0.490,2.000,31
32,17468.000,1736715.079,488.416,153.935,150.709,147.583,0.986,0.979,0.920,440.000,1800.000,0.536,2.000,32
33,17860.000,1795502.367,494.759,158.619,155.206,146.549,0.986,0.944,0.917,454.000,1118.000,0.592,2.828,33
34,17984.000,1814233.747,496.416,155.048,152.223,150.445,0.985,0.988,0.917,500.000,644.000,0.575,2.000,34
35,18148.000,1839106.825,496.902,155.756,152.590,151.438,0.988,0.992,0.924,508.000,438.000,0.573,0.000,35
36,17528.000,1745670.798,489.588,152.971,149.987,148.802,0.986,0.992,0.919,510.000,1544.000,0.547,0.000,37
37,16620.000,1611796.949,479.931,154.945,154.129,137.839,0.987,0.891,0.907,508.000,1336.000,0.257,69.080,36
39,17520.000,1744475.816,489.588,153.114,149.914,148.816,0.986,0.993,0.919,534.000,2640.000,0.530,0.000,38
41,16988.000,1665624.801,481.103,151.855,148.810,145.372,0.986,0.977,0.922,566.000,2988.000,0.563,0.000,41
42,17004.000,1667978.486,482.274,152.801,149.773,144.565,0.986,0.965,0.919,578.000,3254.000,0.533,2.000,42
43,16768.000,1633374.226,486.475,162.049,160.397,133.881,0.985,0.830,0.890,588.000,3572.000,0.189,87.201,43
44,17552.000,1749257.383,490.073,153.935,150.604,148.395,0.986,0.985,0.918,602.000,2442.000,0.543,0.000,44
45,18920.000,1957697.104,508.416,160.112,156.450,153.999,0.987,0.984,0.920,610.000,2170.000,0.550,2.828,45
46,17832.000,1791281.677,495.245,154.208,151.583,149.789,0.985,0.988,0.914,614.000,1954.000,0.534,2.000,46
47,17736.000,1776835.900,502.073,160.524,161.011,141.552,0.984,0.871,0.884,634.000,1284.000,0.274,67.231,36
50,16888.000,1650939.394,492.416,162.788,160.846,133.965,0.981,0.831,0.875,666.000,3436.000,0.191,84.380,43
51,18828.000,1943435.290,507.730,158.619,155.752,153.928,0.986,0.988,0.918,668.000,2806.000,0.533,0.000,47
52,17072.000,1677993.999,482.759,151.855,148.656,146.223,0.986,0.984,0.921,686.000,1756.000,0.512,2.828,48
53,18156.000,1840323.032,499.245,155.769,152.959,151.142,0.985,0.988,0.915,704.000,606.000,0.566,2.000,49
54,17484.000,1739101.770,486.759,154.738,151.607,146.842,0.988,0.969,0.927,708.000,392.000,0.547,2.000,50
55,16032.000,1527022.220,481.990,158.808,149.516,138.160,0.979,0.913,0.867,718.000,3558.000,0.181,71.021,43
56,17728.000,1775633.847,491.931,154.945,151.529,148.978,0.986,0.983,0.921,730.000,3114.000,0.522,2.000,52
57,22060.000,2464745.387,549.387,172.186,169.024,166.203,0.988,0.983,0.918,734.000,178.000,0.578,0.000,51
58,18020.000,1819684.016,496.902,155.563,152.788,150.176,0.985,0.983,0.917,746.000,1550.000,0.525,2.000,53
59,16832.000,1642734.522,481.588,155.653,151.888,141.190,0.985,0.929,0.912,748.000,2578.000,0.626,0.000,55
60,17392.000,1725393.233,496.902,160.225,161.084,138.627,0.985,0.853,0.885,760.000,1054.000,0.263,67.231,54
61,17556.000,1749855.386,502.073,160.823,161.411,140.117,0.983,0.858,0.875,810.000,930.000,0.265,66.483,54
62,16364.000,1574700.649,480.132,156.320,156.775,134.289,0.982,0.848,0.892,814.000,2010.000,0.294,62.642,56
63,18060.000,1825746.258,499.931,161.208,158.630,145.133,0.986,0.914,0.908,828.000,1360.000,0.632,2.000,57
64,16888.000,1650939.394,490.061,159.700,159.579,135.504,0.981,0.844,0.884,846.000,1890.000,0.303,61.612,56
65,17984.000,1814233.747,498.073,155.242,151.932,150.746,0.984,0.992,0.911,850.000,3302.000,0.595,0.000,58
66,14660.000,1335256.669,447.446,142.773,140.016,133.467,0.986,0.952,0.920,858.000,2784.000,0.640,0.000,61
67,16712.000,1625198.604,478.274,153.935,151.530,140.495,0.985,0.927,0.918,862.000,730.000,0.607,0.000,59
68,16364.000,1574700.649,473.103,147.851,145.566,143.133,0.986,0.983,0.919,864.000,3864.000,0.526,0.000,60
69,15808.000,1495130.810,472.818,153.388,151.221,134.180,0.981,0.880,0.889,872.000,2334.000,0.182,132.015,62
70,17876.000,1797915.677,492.416,154.984,151.655,150.082,0.988,0.990,0.926,900.000,530.000,0.543,2.828,63
71,17224.000,1700453.755,484.416,152.118,148.965,147.233,0.987,0.988,0.922,922.000,3576.000,0.557,2.000,64
72,17628.000,1760631.076,492.416,154.945,151.431,148.251,0.984,0.979,0.914,942.000,1634.000,0.542,2.828,65
73,30108.000,3929946.709,643.612,202.485,198.947,192.718,0.989,0.969,0.913,976.000,2594.000,0.557,2.000,66
75,17116.000,1684485.267,485.103,152.315,149.550,145.764,0.985,0.974,0.914,988.000,1216.000,0.516,2.000,68
76,17356.000,1720038.874,493.103,161.245,158.462,140.090,0.983,0.880,0.897,1004.000,2362.000,0.200,30.000,62
77,17256.000,1705194.795,486.274,155.332,152.168,144.421,0.986,0.949,0.917,1034.000,3748.000,0.569,2.000,69
78,17320.000,1714690.066,491.446,158.240,157.733,140.412,0.983,0.886,0.901,1060.000,3366.000,0.263,74.243,70
79,17296.000,1711127.280,488.132,157.785,156.836,141.030,0.986,0.895,0.912,1070.000,3218.000,0.262,74.108,70
81,17764.000,1781045.224,493.588,154.945,151.794,149.009,0.985,0.982,0.916,1106.000,954.000,0.536,0.000,71
82,17848.000,1793693.095,492.416,155.048,152.392,149.123,0.988,0.979,0.925,1116.000,1516.000,0.519,0.000,72
83,17948.000,1808788.931,495.245,154.829,151.954,150.397,0.986,0.990,0.920,1114.000,1848.000,0.572,2.000,73
84,17352.000,1719444.288,486.759,153.114,149.416,147.886,0.986,0.990,0.920,1118.000,2086.000,0.559,0.000,74
85,15924.000,1511617.996,479.245,157.099,158.213,129.714,0.983,0.810,0.871,1120.000,2302.000,0.183,119.817,62
86,17284.000,1709346.814,486.759,154.945,151.166,145.689,0.985,0.963,0.917,1144.000,2748.000,0.580,0.000,75
87,19312.000,2018852.916,514.558,161.059,158.347,155.291,0.986,0.981,0.917,1158.000,3030.000,0.652,2.000,76
88,17680.000,1768427.221,490.759,154.052,151.146,148.947,0.986,0.985,0.922,1196.000,3524.000,0.600,0.000,78
