cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
15,15472.000,1447716.371,467.245,152.315,151.959,130.684,0.981,0.853,0.891,164.000,868.000,0.259,65.513,13
16,15440.000,1443227.330,458.960,146.123,142.481,138.023,0.985,0.968,0.921,196.000,1438.000,0.561,2.000,14
17,15324.000,1426993.567,456.617,146.123,142.766,136.714,0.986,0.957,0.924,196.000,2184.000,0.535,0.000,16
18,16000.000,1522452.579,467.446,147.201,144.713,140.794,0.986,0.973,0.920,202.000,1728.000,0.508,2.000,15
19,16120.000,1539612.245,470.759,146.328,143.452,143.088,0.983,0.997,0.914,224.000,202.000,0.481,0.000,17
20,16100.000,1536747.850,469.103,147.472,144.546,141.820,0.985,0.981,0.919,226.000,1980.000,0.499,2.000,18
21,16776.000,1634543.287,478.274,151.539,147.867,144.478,0.986,0.977,0.922,230.000,2572.000,0.528,0.000,19
22,16020.000,1525308.070,470.759,152.643,150.519,135.639,0.985,0.900,0.908,232.000,756.000,0.268,65.513,13
23,15744.000,1486060.265,463.446,146.014,142.765,140.425,0.985,0.984,0.921,232.000,1080.000,0.508,2.000,20
24,16072.000,1532740.686,467.446,147.078,144.336,141.791,0.987,0.982,0.924,298.000,556.000,0.499,0.000,21
25,15704.000,1480400.524,462.274,144.734,141.911,140.907,0.986,0.993,0.923,306.000,1272.000,0.513,0.000,22
27,16012.000,1524165.659,467.446,146.123,143.380,142.206,0.985,0.992,0.921,340.000,2376.000,0.509,2.828,24
28,16008.000,1523594.561,466.274,147.078,144.038,141.519,0.987,0.982,0.925,346.000,1576.000,0.490,0.000,25
29,15804.000,1494563.362,464.617,145.602,143.194,140.536,0.986,0.981,0.920,360.000,358.000,0.517,0.000,26
30,17864.000,1796105.593,492.416,155.872,153.296,148.382,0.988,0.968,0.926,380.000,2758.000,0.527,2.828,27
31,16292.000,1564319.296,483.245,155.396,156.264,134.341,0.984,0.850,0.877,388.000,1828.000,0.269,61.774,28
32,16012.000,1524165.659,465.103,146.711,143.221,142.356,0.988,0.994,0.930,390.000,918.000,0.507,2.000,29
33,14928.000,1372038.316,449.789,142.225,138.537,137.206,0.987,0.990,0.927,426.000,716.000,0.510,2.000,30
34,15692.000,1478704.006,463.647,149.907,149.080,134.540,0.986,0.899,0.917,432.000,2558.000,0.270,66.030,31
35,15648.000,1472488.991,463.931,150.479,148.761,134.149,0.986,0.900,0.914,448.000,1944.000,0.259,68.877,28
36,16756.000,1631621.156,477.103,151.288,148.233,143.941,0.987,0.971,0.925,452.000,2152.000,0.495,0.000,32
37,16728.000,1627533.101,478.759,149.907,147.111,144.789,0.984,0.984,0.917,476.000,1414.000,0.507,0.000,33
38,16708.000,1624615.155,475.931,150.479,146.887,144.832,0.987,0.986,0.927,488.000,1168.000,0.484,2.000,34
39,15120.000,1398593.440,455.931,142.618,139.249,138.266,0.982,0.993,0.914,528.000,1678.000,0.501,0.000,35
41,18868.000,1949631.808,509.387,160.262,157.287,152.756,0.986,0.971,0.914,556.000,2976.000,0.528,2.828,37
42,15416.000,1439863.600,462.676,153.114,153.994,128.649,0.985,0.828,0.905,560.000,2558.000,0.265,62.032,31
43,16764.000,1632789.799,477.103,150.053,147.295,144.915,0.987,0.984,0.925,582.000,364.000,0.503,0.000,38
44,16136.000,1541905.040,467.931,146.697,143.710,142.977,0.986,0.995,0.926,590.000,2310.000,0.515,0.000,39
45,16768.000,1633374.226,477.103,150.306,146.997,145.263,0.988,0.988,0.926,590.000,2764.000,0.493,2.828,40
46,16420.000,1582790.844,471.931,148.432,144.982,144.206,0.987,0.995,0.926,598.000,606.000,0.492,2.000,41
47,15396.000,1437062.491,460.416,149.893,148.047,132.808,0.985,0.894,0.913,616.000,924.000,0.263,71.218,42
48,15564.000,1460648.219,461.103,144.361,141.453,140.098,0.986,0.990,0.920,648.000,1306.000,0.499,2.000,43
49,15708.000,1480966.174,463.446,145.437,142.633,140.241,0.986,0.983,0.919,652.000,2114.000,0.516,0.000,45
50,16104.000,1537320.587,470.274,147.146,144.195,142.215,0.984,0.986,0.915,658.000,1520.000,0.473,2.000,44
51,15292.000,1422526.070,460.416,149.586,148.831,131.255,0.984,0.879,0.907,700.000,810.000,0.261,70.456,42
52,15776.000,1490593.238,463.931,147.078,144.220,139.280,0.986,0.966,0.921,706.000,1108.000,0.491,0.000,46
53,16752.000,1631036.939,478.759,157.709,154.369,138.229,0.986,0.895,0.918,708.000,1768.000,0.528,2.000,47
54,18820.000,1942196.776,507.245,158.808,156.370,153.269,0.987,0.980,0.919,726.000,3098.000,0.569,4.000,48
55,16552.000,1601915.180,477.588,148.661,146.149,144.212,0.985,0.987,0.912,738.000,2456.000,0.506,2.000,49
57,16448.000,1586841.121,474.759,148.647,145.957,143.491,0.985,0.983,0.917,762.000,250.000,0.498,2.000,51
58,15764.000,1488892.834,464.132,146.014,142.565,140.808,0.986,0.988,0.920,766.000,2894.000,0.508,0.000,52
