sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
9,29364.000,3785180.755,635.612,197.585,194.186,192.564,0.987,0.991,0.913,100.000,2400.000,1,[9],14640.000,1332525.152,447.446,140.528,137.701,135.372,0.984,0.983,0.919,0.499,2.000
10,28468.000,3613260.189,625.955,196.224,190.959,189.881,0.989,0.994,0.913,114.000,1532.000,1,[10],14500.000,1313456.831,444.617,139.671,136.095,135.667,0.985,0.997,0.922,0.509,2.000
12,28228.000,3567664.142,623.127,194.340,190.955,188.324,0.988,0.986,0.914,154.000,2884.000,1,[12],14536.000,1318351.361,444.617,141.322,137.644,134.475,0.986,0.977,0.924,0.515,4.472
13,35496.000,5030752.177,700.583,217.816,213.392,211.850,0.989,0.993,0.909,166.000,1766.000,1,[16],16140.000,1542478.417,469.103,147.078,144.056,142.656,0.986,0.990,0.922,0.455,0.000
14,55812.000,9918709.678,914.323,333.089,338.404,210.404,0.990,0.621,0.839,174.000,1278.000,2,"[14, 18]",14786.000,1352798.764,450.475,146.996,145.615,129.661,0.984,0.889,0.915,0.265,68.491
15,30428.000,3992766.487,648.583,203.735,199.341,194.446,0.988,0.975,0.909,170.000,288.000,1,[17],15244.000,1415833.586,454.960,142.688,139.964,138.679,0.987,0.991,0.925,0.501,2.000
16,31424.000,4190405.001,656.299,206.940,202.059,198.093,0.990,0.980,0.917,178.000,3582.000,1,[19],16780.000,1635127.923,479.931,151.010,148.434,143.943,0.985,0.970,0.915,0.534,2.000
17,33544.000,4621533.169,681.068,210.950,207.863,205.520,0.989,0.988,0.909,194.000,2686.000,1,[20],15568.000,1461211.342,459.931,144.180,141.020,140.565,0.987,0.997,0.925,0.464,0.000
18,34536.000,4828051.052,689.955,214.895,210.333,209.154,0.990,0.994,0.912,208.000,1982.000,1,[21],15876.000,1504788.403,466.759,146.014,142.969,141.393,0.984,0.989,0.916,0.460,2.000
19,32844.000,4477626.513,673.068,210.219,205.916,203.212,0.989,0.986,0.911,232.000,2242.000,1,[22],16808.000,1639222.322,478.274,150.944,148.023,144.586,0.987,0.977,0.923,0.512,2.000
20,31436.000,4192805.539,658.441,206.737,201.602,198.613,0.988,0.985,0.911,246.000,3794.000,1,[23],16644.000,1615289.466,477.103,151.539,149.296,141.965,0.986,0.951,0.919,0.529,2.000
21,62240.000,11680681.343,964.833,343.080,347.876,228.200,0.990,0.655,0.840,356.000,2436.000,2,"[24, 35]",15678.000,1476727.078,467.345,152.207,151.351,132.352,0.985,0.872,0.902,0.252,68.453
22,32500.000,4407464.691,672.926,213.251,204.889,202.034,0.987,0.986,0.902,302.000,3274.000,1,[25],15228.000,1413605.097,457.103,143.388,140.952,137.572,0.984,0.976,0.916,0.469,0.000
24,31572.000,4220043.634,663.612,208.634,201.189,199.914,0.987,0.993,0.901,314.000,1542.000,1,[27],15328.000,1427552.332,458.274,142.773,139.899,139.510,0.985,0.997,0.917,0.485,2.000
25,30068.000,3922117.612,642.441,200.898,197.285,194.146,0.989,0.984,0.915,338.000,1092.000,1,[28],15528.000,1455583.366,461.103,144.941,141.603,139.626,0.984,0.986,0.918,0.516,0.000
26,32372.000,4381452.400,666.926,208.000,204.390,201.733,0.988,0.987,0.915,344.000,3056.000,1,[29],15480.000,1448839.357,459.446,144.180,140.994,139.802,0.985,0.991,0.922,0.478,2.000
27,29776.000,3865123.133,640.784,200.639,196.414,193.088,0.988,0.983,0.911,362.000,222.000,1,[30],14960.000,1376452.378,450.960,141.662,138.736,137.307,0.986,0.990,0.924,0.502,0.000
28,31916.000,4289201.852,661.955,207.740,203.042,200.238,0.989,0.986,0.915,378.000,3544.000,1,[31],15872.000,1504219.736,463.446,146.123,143.097,141.230,0.987,0.987,0.929,0.497,2.000
29,30828.000,4071756.757,655.411,203.194,199.080,197.227,0.988,0.990,0.902,400.000,2652.000,1,[33],14828.000,1358274.872,448.617,141.549,138.364,136.452,0.986,0.986,0.926,0.481,0.000
30,31928.000,4291621.106,665.068,207.894,203.020,200.281,0.989,0.986,0.907,410.000,2858.000,1,[34],15332.000,1428111.170,456.617,143.736,140.938,138.515,0.986,0.983,0.924,0.480,0.000
31,18116.000,1834244.681,495.730,158.619,154.505,149.368,0.987,0.966,0.926,394.000,752.000,1,[32],9408.000,686451.350,354.877,114.018,111.424,107.515,0.986,0.965,0.939,0.519,0.000
