cLabel,cArea,cVolum,cPerim,cFeret,cMajor,cMinor,cSolid,cRound,cCircl,cY,cX,csRatio,csDist,c_sLabel
13,15336.000,1428670.082,454.960,146.492,143.918,135.694,0.988,0.943,0.931,110.000,3698.000,0.486,2.000,17
14,17920.000,1804557.846,494.759,155.756,152.146,149.969,0.986,0.986,0.920,116.000,280.000,0.539,0.000,19
17,15744.000,1486060.265,463.931,147.146,144.617,138.658,0.986,0.958,0.919,164.000,2272.000,0.502,2.000,21
18,16564.000,1603657.549,475.931,148.930,145.691,144.760,0.985,0.994,0.919,164.000,3496.000,0.488,0.000,20
19,16328.000,1569507.111,473.588,148.647,145.673,142.725,0.984,0.980,0.915,188.000,1112.000,0.468,0.000,22
20,16612.000,1610633.337,477.103,148.862,145.960,144.930,0.985,0.993,0.917,192.000,1920.000,0.498,0.000,23
21,15788.000,1492294.289,464.617,145.602,142.685,140.889,0.985,0.987,0.919,204.000,1710.000,0.497,0.000,24
22,16280.000,1562591.297,471.931,149.466,146.759,141.244,0.986,0.962,0.919,206.000,3292.000,0.501,0.000,25
24,15504.000,1452210.056,458.960,147.851,145.140,136.063,0.987,0.937,0.925,234.000,2854.000,0.252,76.158,28
25,16412.000,1581634.256,474.759,148.930,145.980,143.155,0.986,0.981,0.915,234.000,3058.000,0.482,0.000,26
26,16744.000,1629868.714,478.759,149.466,146.297,145.735,0.986,0.996,0.918,240.000,1416.000,0.491,2.000,27
27,16284.000,1563167.226,473.103,148.189,144.911,143.107,0.984,0.987,0.914,290.000,2622.000,0.489,2.000,30
28,16892.000,1651525.978,479.931,151.288,148.174,145.207,0.987,0.980,0.922,292.000,386.000,0.516,0.000,31
29,15912.000,1509909.632,466.759,147.363,144.365,140.340,0.985,0.972,0.918,300.000,934.000,0.528,2.000,33
30,17580.000,1753444.832,491.245,153.323,150.433,148.799,0.985,0.989,0.915,304.000,726.000,0.499,2.000,32
31,17000.000,1667389.961,482.274,151.605,148.597,145.674,0.986,0.980,0.918,314.000,3650.000,0.503,0.000,34
33,17064.000,1676814.666,485.588,160.723,156.645,138.826,0.985,0.885,0.909,336.000,3856.000,0.564,2.000,35
34,15044.000,1388061.752,452.617,144.997,142.091,134.824,0.986,0.949,0.923,358.000,2032.000,0.550,0.000,36
35,16708.000,1624615.155,478.759,150.000,147.120,144.604,0.984,0.983,0.916,366.000,2304.000,0.501,0.000,37
36,16344.000,1571814.644,475.931,150.586,147.716,140.913,0.981,0.954,0.907,368.000,1584.000,0.509,0.000,38
37,16836.000,1643320.133,483.245,155.242,151.788,141.324,0.984,0.930,0.906,378.000,1832.000,0.520,0.000,39
38,15408.000,1438742.938,466.960,150.479,150.472,131.442,0.982,0.866,0.888,372.000,2820.000,0.250,65.970,28
39,16228.000,1555110.662,471.931,147.092,143.932,143.565,0.985,0.997,0.916,398.000,1132.000,0.500,0.000,40
40,15916.000,1510479.015,466.759,150.625,147.219,137.683,0.985,0.935,0.918,414.000,222.000,0.535,2.828,41
41,16104.000,1537320.587,470.274,148.862,146.032,140.420,0.984,0.962,0.915,432.000,3408.000,0.519,2.000,42
42,16076.000,1533312.925,467.446,146.860,144.021,142.130,0.986,0.987,0.925,436.000,1336.000,0.483,2.000,43
43,15600.000,1465718.933,460.617,146.123,142.456,139.442,0.986,0.979,0.924,442.000,3014.000,0.537,2.000,44
44,16180.000,1548216.089,471.245,147.146,144.661,142.419,0.984,0.984,0.916,458.000,2496.000,0.484,0.000,45
45,15692.000,1478704.006,462.274,144.997,142.330,140.389,0.986,0.986,0.923,492.000,860.000,0.531,2.000,46
46,15684.000,1477573.354,463.931,146.492,144.333,138.368,0.985,0.959,0.916,496.000,412.000,0.500,0.000,47
47,15980.000,1519598.873,466.274,146.492,143.201,142.099,0.986,0.992,0.924,514.000,3204.000,0.491,2.000,48
49,16556.000,1602495.899,474.759,149.693,146.643,143.756,0.987,0.980,0.923,532.000,622.000,0.485,0.000,50
50,16848.000,1645077.381,478.274,150.373,147.094,145.843,0.987,0.991,0.926,544.000,1708.000,0.496,2.000,51
51,16856.000,1646249.227,479.446,152.118,149.148,143.913,0.986,0.965,0.921,552.000,2058.000,0.526,0.000,52
52,15488.000,1449962.633,460.617,146.123,143.248,137.685,0.984,0.961,0.917,562.000,1496.000,0.502,2.828,53
53,16348.000,1572391.704,473.103,148.607,145.284,143.281,0.985,0.986,0.918,586.000,1044.000,0.485,0.000,54
54,15968.000,1517887.506,467.446,148.661,146.157,139.111,0.985,0.952,0.918,612.000,186.000,0.504,2.000,55
55,15960.000,1516746.952,466.274,146.014,143.045,142.063,0.987,0.993,0.922,618.000,2252.000,0.506,0.000,56
56,16296.000,1564895.437,471.446,149.586,145.776,142.359,0.985,0.976,0.921,630.000,1256.000,0.497,2.000,57
57,14344.000,1292317.469,441.789,142.127,138.529,131.896,0.985,0.952,0.924,642.000,2994.000,0.527,2.828,59
58,17088.000,1680353.494,481.103,151.855,149.326,145.715,0.988,0.976,0.928,644.000,3456.000,0.499,0.000,58
59,15508.000,1452772.093,460.617,145.561,142.980,138.119,0.986,0.966,0.919,660.000,2790.000,0.501,0.000,60
60,17012.000,1669155.744,481.103,150.586,147.285,147.081,0.987,0.999,0.924,668.000,2456.000,0.492,2.000,61
61,15612.000,1467410.472,469.789,153.114,153.595,130.156,0.983,0.843,0.889,692.000,476.000,0.279,63.246,62
62,15592.000,1464591.602,460.617,146.164,143.034,138.809,0.987,0.970,0.923,718.000,724.000,0.505,0.000,63
63,14648.000,1333617.535,450.759,146.123,145.446,128.782,0.985,0.882,0.906,716.000,3218.000,0.260,69.340,64
64,14888.000,1366527.389,458.475,149.693,149.138,127.858,0.983,0.852,0.890,730.000,354.000,0.266,64.560,62
65,15248.000,1416390.891,461.588,148.297,148.553,131.448,0.985,0.880,0.899,732.000,1952.000,0.242,72.471,65
66,16252.000,1558561.775,470.759,147.851,144.907,142.807,0.986,0.985,0.922,756.000,1710.000,0.486,0.000,66
67,16884.000,1650352.880,478.759,150.373,147.358,145.885,0.987,0.990,0.926,768.000,1472.000,0.473,2.828,67
68,16352.000,1572968.834,473.103,148.499,145.516,143.084,0.985,0.983,0.918,770.000,938.000,0.467,0.000,68
70,17236.000,1702231.129,492.416,163.267,160.813,136.699,0.983,0.849,0.893,796.000,2078.000,0.273,68.877,65
71,15936.000,1513327.004,467.931,148.647,145.519,139.439,0.985,0.958,0.915,800.000,2628.000,0.465,0.000,70
72,16276.000,1562015.439,471.931,147.648,144.440,143.486,0.986,0.993,0.918,828.000,1192.000,0.496,0.000,71
73,15256.000,1417505.721,459.245,149.626,146.838,132.420,0.984,0.901,0.909,830.000,3298.000,0.270,70.000,64
74,16620.000,1611796.949,475.931,150.360,147.315,143.668,0.986,0.975,0.922,852.000,3498.000,0.508,2.828,72
75,16884.000,1650352.880,481.103,150.053,147.055,146.200,0.984,0.994,0.917,864.000,2300.000,0.474,0.000,73
76,16072.000,1532740.686,466.759,148.189,144.861,141.273,0.986,0.975,0.927,874.000,580.000,0.474,0.000,75
77,30132.000,3934646.665,644.098,200.639,197.816,193.958,0.988,0.980,0.913,890.000,2852.000,0.516,0.000,74
78,15952.000,1515606.683,467.446,146.328,143.771,141.275,0.985,0.983,0.917,898.000,242.000,0.486,2.000,76
79,16304.000,1566047.932,471.931,148.661,145.659,142.525,0.986,0.978,0.920,916.000,1846.000,0.499,0.000,77
80,13724.000,1209441.494,450.546,145.602,146.123,121.350,0.974,0.818,0.850,924.000,3116.000,0.160,90.554,78
81,15624.000,1469102.662,459.446,145.066,142.020,140.083,0.987,0.986,0.930,946.000,814.000,0.482,0.000,79
82,19136.000,1991317.653,510.073,162.049,159.258,153.001,0.988,0.961,0.924,952.000,3756.000,0.571,2.828,80
83,15600.000,1465718.933,461.103,145.231,142.503,139.387,0.985,0.978,0.922,960.000,1546.000,0.524,0.000,84
84,16532.000,1599012.634,474.759,148.661,145.813,144.359,0.987,0.990,0.922,964.000,1032.000,0.475,0.000,82
85,16472.000,1590315.532,474.759,150.266,147.136,142.559,0.985,0.969,0.918,964.000,1348.000,0.520,0.000,83
86,16112.000,1538466.274,469.103,147.648,144.496,141.977,0.986,0.983,0.920,1012.000,418.000,0.485,2.000,85
