sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
17,31580.000,4221647.705,661.269,207.162,203.766,197.376,0.987,0.968,0.908,112.000,3698.000,1,[13],15336.000,1428670.082,454.960,146.492,143.918,135.694,0.988,0.943,0.931,0.486,2.000
19,33232.000,4557204.516,677.754,210.761,207.558,203.895,0.988,0.982,0.909,116.000,280.000,1,[14],17920.000,1804557.846,494.759,155.756,152.146,149.969,0.986,0.986,0.920,0.539,0.000
20,33920.000,4699455.761,686.441,213.888,210.167,205.554,0.988,0.978,0.905,164.000,3496.000,1,[18],16564.000,1603657.549,475.931,148.930,145.691,144.760,0.985,0.994,0.919,0.488,0.000
21,31376.000,4180807.435,658.441,205.913,202.197,197.607,0.987,0.977,0.909,164.000,2270.000,1,[17],15744.000,1486060.265,463.931,147.146,144.617,138.658,0.986,0.958,0.919,0.502,2.000
22,34856.000,4895309.116,693.754,215.379,211.849,209.540,0.988,0.989,0.910,188.000,1112.000,1,[19],16328.000,1569507.111,473.588,148.647,145.673,142.725,0.984,0.980,0.915,0.468,0.000
23,33376.000,4586857.313,677.754,211.026,207.214,205.114,0.987,0.990,0.913,192.000,1920.000,1,[20],16612.000,1610633.337,477.103,148.862,145.960,144.930,0.985,0.993,0.917,0.498,0.000
24,31784.000,4262620.098,665.269,206.465,202.531,199.849,0.988,0.987,0.902,204.000,1710.000,1,[21],15788.000,1492294.289,464.617,145.602,142.685,140.889,0.985,0.987,0.919,0.497,0.000
25,32488.000,4405023.859,669.269,209.619,206.235,200.608,0.989,0.973,0.911,206.000,3292.000,1,[22],16280.000,1562591.297,471.931,149.466,146.759,141.244,0.986,0.962,0.919,0.501,0.000
26,34016.000,4719420.390,686.926,214.709,210.668,205.649,0.988,0.976,0.906,234.000,3058.000,1,[25],16412.000,1581634.256,474.759,148.930,145.980,143.155,0.986,0.981,0.915,0.482,0.000
27,34104.000,4737746.067,684.098,214.401,210.776,206.054,0.990,0.977,0.916,240.000,1414.000,1,[26],16744.000,1629868.714,478.759,149.466,146.297,145.735,0.986,0.996,0.918,0.491,2.000
28,61588.000,11497620.025,974.607,350.828,359.342,219.174,0.986,0.607,0.815,308.000,2836.000,2,"[24, 38]",15456.000,1445476.497,462.960,149.165,147.806,133.753,0.985,0.902,0.906,0.251,71.064
