sLabel,sArea,sVolum,sPerim,sFeret,sMajor,sMinor,sSolid,sRound,sCircl,sY,sX,sCore,s_cLabel,s_cArea,s_cVolum,s_cPerim,s_cFeret,s_cMajor,s_cMinor,s_cSolid,s_cRound,s_cCircl,s_csRatio,s_csDist
14,29728.000,3855780.821,640.784,200.998,198.028,191.178,0.988,0.965,0.910,110.000,1998.000,1,[14],17644.000,1763028.667,490.759,155.795,152.946,146.896,0.986,0.960,0.921,0.594,0.000
15,28580.000,3634604.307,627.813,203.539,200.644,181.408,0.988,0.904,0.911,168.000,3002.000,1,[15],17416.000,1728965.886,492.416,163.768,160.368,138.367,0.984,0.862,0.903,0.609,0.000
16,29812.000,3872134.810,644.784,201.246,197.696,192.038,0.986,0.971,0.901,220.000,2702.000,1,[16],17820.000,1789473.823,492.902,154.945,152.110,149.170,0.987,0.981,0.922,0.598,2.000
17,32540.000,4415604.052,673.269,210.305,205.221,201.950,0.987,0.984,0.902,234.000,1732.000,1,[17],17600.000,1756437.909,491.245,153.310,150.119,149.287,0.985,0.994,0.916,0.541,2.000
18,35248.000,4978121.819,699.411,216.675,212.106,211.634,0.988,0.998,0.905,244.000,980.000,1,[18],18388.000,1875709.348,500.416,157.582,154.214,151.821,0.987,0.984,0.923,0.522,0.000
19,29232.000,3759686.174,635.127,200.639,193.999,191.915,0.987,0.989,0.911,250.000,3314.000,1,[19],17616.000,1758833.596,489.588,154.829,151.558,148.000,0.987,0.976,0.924,0.603,0.000
20,31756.000,4256988.630,664.098,206.465,201.850,200.351,0.988,0.992,0.905,276.000,2116.000,1,[20],18120.000,1834852.214,495.931,157.582,154.301,149.535,0.988,0.969,0.926,0.571,2.828
21,33588.000,4630629.317,679.411,213.467,209.658,204.009,0.989,0.973,0.914,282.000,1238.000,1,[21],17548.000,1748659.449,491.245,154.156,151.032,147.945,0.985,0.979,0.914,0.522,0.000
22,34264.000,4771126.070,693.068,213.354,209.712,208.089,0.987,0.992,0.896,298.000,3512.000,1,[22],18152.000,1839714.895,499.245,154.984,152.119,151.949,0.986,0.999,0.915,0.530,2.828
23,32016.000,4309376.184,666.240,209.122,205.713,198.178,0.987,0.963,0.906,304.000,1518.000,1,[23],17956.000,1809998.418,495.730,154.777,151.834,150.588,0.987,0.992,0.918,0.561,2.000
25,33088.000,4527615.895,676.583,210.219,205.658,204.903,0.987,0.996,0.908,350.000,2344.000,1,[26],17480.000,1738504.995,487.931,152.971,149.245,149.132,0.986,0.999,0.923,0.528,0.000
26,31252.000,4156047.703,655.127,207.740,203.605,195.497,0.989,0.960,0.915,350.000,2552.000,1,[27],17444.000,1733137.093,487.931,154.156,150.429,147.676,0.986,0.982,0.921,0.558,0.000
27,29044.000,3723475.001,632.299,198.040,194.884,189.780,0.989,0.974,0.913,350.000,3104.000,1,[28],17328.000,1715878.210,485.588,153.935,150.334,146.804,0.987,0.976,0.923,0.597,2.000
29,32456.000,4398517.177,668.784,208.471,204.116,202.532,0.988,0.992,0.912,368.000,2900.000,1,[29],17588.000,1754641.859,489.103,153.844,150.465,148.836,0.987,0.989,0.924,0.542,2.000
30,32156.000,4337673.211,665.269,208.240,205.091,199.699,0.990,0.973,0.913,416.000,252.000,1,[30],18000.000,1816655.416,494.759,156.205,153.417,149.392,0.988,0.974,0.924,0.560,0.000
